"loc","loc_lat","loc_lng","count"
near Sardinata (   Colombia),"8.0828",-72.79985,1
near Sarroch (   Italy),"39.06557","9.01072",1
near Sasnashen (   Armenia),"40.36749","43.98581",1
"near Saugus, CA (   United States of America)","34.42214",-118.53868,1
"near Savannah, GA (   United States of America)","32.08091",-81.09119,1
near Savar Bazar (   Bangladesh),"23.84668","90.24995",1
near Saveh (   Iran),"35.02665","50.3578",1
near Sayari (   Bolivia),-17.6889,-66.4809,1
"near Schweich, Trier (   Germany)","49.82296","6.75335",1
"near Scranton, PA (   United States of America)","41.41015",-75.66078,1
"near Sedalia Army Air Field, MO (SZL) (   United States of America)","38.71078",-93.22806,1
"near Sedalia, MO (   United States of America)","38.71078",-93.22806,1
near Seferihisar (   Turkey),"38.1959","26.83849",1
"near Senador Canedo, GO (   Brazil)",-16.70078,-49.12216,1
"near Sena Madureira, AC (   Brazil)",-9.06962,-68.65945,1
near Senlis (   France),"49.20637","2.5857",1
near Seoul-Gimpo (Kimpo) International Airport (SEL) (   South Korea),"37.55886","126.99989",1
near Seoul-Seongnam Air Base (SSN) (   South Korea),"37.41043","127.13717",1
near Seoul-Yeouido Air Base (   South Korea),"37.55886","126.99989",1
near Serafimovich (   Russia),"49.58488","42.73508",1
near Serov (   Russia),"59.60575","60.56796",1
near Seshcha (   Russia),"53.73027","33.33264",1
near Severomorsk-1 Naval Air Station (   Russia),"69.06742","33.42728",1
near Shahr-e Kurd (   Iran),"32.3241","50.86031",1
near Shamshernagar (   Bangladesh),"22.23421","89.09241",1
near Shanghai-Hongqiao Airport (SHA) (   China),"31.25516","121.47471",1
near Shanghai (   China),"31.25516","121.47471",1
near Shannon-Rinneanna Airfield (SNN) (   Ireland),"52.71022",-8.88223,1
near Shannon (   Ireland),"52.71022",-8.88223,1
near Shantobe (   Kazakhstan),"52.45454","68.17912",1
near Sharjah Airport (SHJ) (   United Arab Emirates),"25.35287","55.39203",1
near Shashgow Ghazni (   Afghanistan),"33.54833","68.42123",1
"near Shawnee, OK (   United States of America)","35.33201",-96.92484,1
near Shere (   United Kingdom),"51.22053",-0.46468,1
"near Sheridan, WY (   United States of America)","44.79793",-106.95587,1
near Shindand (   Afghanistan),"33.30541","61.94902",1
near Shingbwiyang (   Myanmar),"26.69718","96.20787",1
near Shinile (   Ethiopia),"10.1822","42.12521",1
near Shiraz Airport (SYZ) (   Iran),"29.59101","52.53056",1
near Shiraz (   Iran),"29.59101","52.53056",1
"near Shiryaiski, Ilovlya District, Volgograd Region (   Russia)","48.70407","44.45181",1
near Shivpuri (   India),"25.41922","77.65546",1
near Shizukuishi (   Japan),"39.68717","141.00516",1
near Sibenik (   Croatia),"43.73504","15.89321",1
near Sibret (   Belgium),"49.96962","5.63474",1
near Sidi Ifni Airport (SII) (   Morocco),"29.38902",-10.16297,1
"near Sierra Blanca, TX (   United States of America)","31.18227",-105.35639,1
"near Sileby, Leicestershire (   United Kingdom)","52.73307",-1.10751,1
near Silimo (   Indonesia),"37.6535","12.60857",1
near Simikot (   Nepal),"29.99881","81.856",1
near Simra Airport (SIF) (   Nepal),"27.10156","87.63072",1
near Singapore-Changi Airport (SIN) (   Singapore),"1.34548","103.98339",1
"near Sinitsyno, Atkarsky District, Saratov Oblast (   Russia)","60.50879","29.48636",1
near Sinj (   Croatia),"43.69944","16.64117",1
"near Sinking Spring, PA (   United States of America)","40.32546",-76.01659,1
near Sint-Truiden (   Belgium),"50.81504","5.18509",1
near Siuma (   Nicaragua),"13.73505",-84.78109,1
"near Sivakovka, Khorol District (   Russia)","44.47152","132.35456",1
"near Skagway, AK (   United States of America)","59.46032",-135.30853,1
"near Skulyn, Volyns'ka region (   Ukraine)","51.27739","24.89077",1
"near Skwentna, AK (   United States of America)","61.98412",-151.36625,1
"near Sladkiy Liman, Kanev district, Krasnodar region (   Russia)","46.18518","38.78761",1
"near Slovita, Lvov Region (   Ukraine)","49.76076","24.59148",1
near Smelovka (   Russia),"51.28193","45.94551",1
near Smolensk (   Russia),"54.77887","32.05144",1
"near Snag, YT (   Canada)","62.37999",-140.38674,1
near Sochi (   Russia),"43.61715","39.72451",1
"near Socorro, NM (   United States of America)","34.06014",-106.89188,1
near Soc Trang (SOA) (   Vietnam),"9.60386","105.96082",1
near Sofia (   Bulgaria),"42.77527","11.11532",1
near Sokcho (   South Korea),"38.18474","128.58142",1
near Sokol'skoye (   Russia),"57.13723","43.159",1
near Sol-Iletsk (   Russia),"51.16233","54.98139",1
"near Son Bonet Airport, Mallorca (   Spain)","39.56294","2.60075",1
"near Son Bonet, Mallorca (   Spain)","39.56294","2.60075",1
near Sønderborg (   Denmark),"54.91003","9.78996",1
near Son Trung (   Vietnam),"15.02442","108.48397",1
near Sorata (   Bolivia),-15.68591,-68.70816,1
near Sorato Mt. (   Bolivia),-15.68591,-68.70816,1
near Sowina (   Poland),"49.82811","21.47206",1
near Spafaryev Island (   Russia),"58.79079","59.72022",1
"near Spanish Fork, UT (   United States of America)","40.10963",-111.65479,1
near Sperlonga (   Italy),"41.26221","13.42775",1
"near Springfield, IL (   United States of America)","39.8013",-89.6436,1
"near Springfield Municipal Airport, MO (SGF) (   United States of America)","37.22043",-93.40371,1
near Spycker (   France),"50.96964","2.32303",1
"near Sredni Kalar, Chita Region (   Russia)","52.02447","113.51298",1
"near Sri Chaur Village, Okhaldhunga District (   Nepal)","27.31823","86.50066",1
near Stadnitsa (   Ukraine),"49.29012","28.59896",1
near Stafford (   United Kingdom),"52.80409",-2.12199,1
near Staines (   United Kingdom),"51.43516",-0.50662,1
near Stalingrad (   Russia),"48.51375","44.54333",1
"near Stanwood, WA (   United States of America)","48.2416",-122.37239,1
"near Statesville Municipal Airport, NC (SVH) (   United States of America)","35.77137",-80.94699,1
near Staverton Airport (GLO) (   United Kingdom),"51.90686",-2.15838,1
"near Stepanovskoye, Ramenskoye District (   Russia)","55.29504","38.42589",1
near St. Hubert (   Belgium),"50.02577","5.37325",1
near St. Moritz-Samedan Airport (SMV) (   Switzerland),"46.49706","9.83817",1
near Stockholm-Bromma Airport (BMA) (   Sweden),"59.35367","17.91669",1
"near Stockton, CA (   United States of America)","37.95373",-121.29046,1
"near Strasburg, CO (   United States of America)","39.73888",-104.3263,1
"near Stuart, FL (   United States of America)","27.19999",-80.25536,1
"near Stuart, VA (   United States of America)","36.64081",-80.26653,1
near Stupina (   Romania),"45.4622","27.44175",1
"near Suárez, Tolima (   Colombia)","4.04917",-74.83165,1
near Subachoque (   Colombia),"4.92351",-74.17233,1
near Suc-et-Sentenac (   France),"45.24803","3.83061",1
"near Suduntui, Chita Region (   Russia)","52.02447","113.51298",1
near Sumapaz (   Colombia),"4.55475",-74.14692,1
"near Summerland Key, FL (   United States of America)","24.66127",-81.44287,1
near Suntar (   Russia),"62.14987","117.6312",1
near Surabaya (   Indonesia),-7.26309,"112.73129",1
near Surami (   Georgia),"53.83265",-7.91806,1
near Surgut (   Russia),"61.25505","73.43602",1
"near Surtainville, Normandy (   France)","49.45978",-1.81294,1
"near Suzano, SP (   Brazil)",-23.54116,-46.31051,1
near Sverdlovsk (   Russia),"56.83765","60.59891",1
near Svidovets (   Ukraine),"50.73927","31.57295",1
near Svoryn (   Belarus),"51.96935","25.0434",1
"near Swan Valley, ID (   United States of America)","43.45492",-111.3463,1
near Swartkop AFB (   South Africa),-28.51588,"21.2004",1
near Sylling (   Norway),"59.89366","10.28724",1
near Sywell (   United Kingdom),"52.29759",-0.79869,1
near Szczecin-Goleniow Airport (SZZ) (   Poland),"53.42521","14.55549",1
near Szczecin (   Poland),"53.42521","14.55549",1
near Tabarz (   Germany),"50.882","10.50976",1
near Tacloban (   Philippines),"11.26939","124.96448",1
"near Taintaihering, Sumsen (   Myanmar)","22.05035","93.32294",1
near Taipei (   Taiwan),"25.03737","121.56355",1
near Taiping Airport (TPG) (   Malaysia),"4.85244","100.74078",1
near Takoradi Airport (TKD) (   Ghana),"4.88831",-1.75194,1
near Takoradi (   Ghana),"4.88831",-1.75194,1
near Taldi-Kurgan (   Kazakhstan),"43.2997","77.23236",1
near Taldom (   Russia),"56.73865","37.52777",1
near Talodi (   Sudan),"10.62956","30.38298",1
near Tamanrasset Airport (TMR) (   Algeria),"22.78796","5.52718",1
near Tambillo (   Peru),-13.16536,-74.18989,1
near Tam Ky (   Vietnam),"15.55758","108.48424",1
"near Tampa, FL (   United States of America)","27.94653",-82.45927,1
near Tampico Airport (TAM) (   Mexico),"22.25331",-97.87176,1
"near Tanauan, Leyte Island (   Philippines)","11.09848","124.99133",1
near Tanauan (   Philippines),"14.10097","121.09698",1
near Tancos Air Base (   Portugal),"39.45954",-8.39917,1
near Tanger (   Morocco),"35.77979",-5.80347,1
near Tangier Airport (TNG) (   Morocco),"35.77979",-5.80347,1
near Tanjong Kupang (   Malaysia),"1.39503","103.58227",1
"near Taos, NM (   United States of America)","36.41203",-105.57412,1
"near Tarakigné, 30 km from Kolokani (   Mali)","13.57333",-8.03422,1
near Tarapaca (   Colombia),-2.89204,-69.74154,1
near Tarasovich (   Ukraine),"50.97427","31.04412",1
near Tarma (   Peru),-11.41734,-75.68737,1
near Tartu (   Estonia),"58.37621","26.72573",1
near Tatal (   Sudan),-19.60564,-68.09645,1
near Tavil-Dara (   Tajikistan),"38.77535","70.31102",1
near Tczew (   Poland),"54.09221","18.77528",1
"near Tealing, Angus, Scotland (   United Kingdom)","56.53328",-2.95738,1
near Tedzhen (   Turkmenistan),"37.37391","60.48947",1
near Tegal (   Indonesia),-6.86751,"109.13648",1
near Tegucigalpa-Toncontin Airport (TGU) (   Honduras),"14.08192",-87.20551,1
near Teheran (   Iran),"35.68878","51.41503",1
near Tel Aviv (   Israel),"32.08557","34.78954",1
near Tembo (   Congo (Democratic Republic)),-7.39027,"17.41647",1
near Tenerife-Norte Los Rodeos Airport (TFN) (   Spain),"27.81431",-15.46562,1
"near Tenginskaya, Ust'-Labinsk district of the Krasnodar region (   Russia)","56.4698","55.4182",1
near Tenkodogo (   Burkina Faso),"11.78019",-0.36677,1
near Tenneville (   Belgium),"50.09219","5.51755",1
near Tepic Airport (TPQ) (   Mexico),"21.51198",-104.89164,1
near Tequesquitengo (   Mexico),"18.63902",-99.27223,1
"near Terceira-Lajes AFB, Azores (TER) (   Portugal)","38.76336",-27.09913,1
"near Terceira-Lajes Airport, Azores (TER) (   Portugal)","38.76336",-27.09913,1
"near Terenozek, Kyzylorda Province (   Kazakhstan)","44.84856","65.49621",1
near Termez (   Uzbekistan),"37.23983","67.2691",1
near Ternate (   Indonesia),"0.75868","127.34913",1
"near Terra de Areia, RS (   Brazil)",-29.57733,-50.06452,1
near Tersky (   Russia),"66.6853","34.3455",1
near Tessenei Airport (TES) (   Eritrea),"15.1118","36.66259",1
"near Teterboro Airport, NJ (TEB) (   United States of America)","40.86155",-74.05803,1
"near Texarkana, AR (   United States of America)","33.43096",-94.03579,1
near Tezpur (   India),"26.62088","92.79398",1
near Thamainggyi (   Myanmar),"24.45074","97.16008",1
near Thazi (   Myanmar),"20.84919","96.06116",1
"near Thunder Bay Airport, ON (YQT) (   Canada)","48.42268",-89.6,1
near Tiksi (   Russia),"71.63835","128.86225",1
near Tilaran (   Costa Rica),"10.46796",-84.96458,1
"near Timmins Airport, ON (YTS) (   Canada)","48.52832",-81.37435,1
near Tirupati Airport (TIR) (   India),"13.63194","79.41815",1
near Tizounine (   Morocco),"29.24339",-8.32851,1
near Tkvarcheli (   Georgia),"42.84674","41.68068",1
"near Tlahualilo de Zaragoza, Durango (   Mexico)","26.11155",-103.43878,1
"near Tlanalapa, Hidalgo (   Mexico)","19.81772",-98.60406,1
near Toacaso (   Ecuador),-0.70409,-78.80393,1
near Tobruk (Tubruq) (   Libya),"32.08333","23.94657",1
near Tobu (   India),"26.36181","94.93588",1
"near Togiak, AK (   United States of America)","59.06034",-160.3777,1
near Tokko (   Russia),"59.98057","119.84378",1
"near Toksook Bay, AK (   United States of America)","60.53152",-165.10692,1
near Tokyo-Yokota AFB (OKO) (   Japan),"34.60259","131.79485",1
near Toluca (   Mexico),"19.28567",-99.65281,1
"near Tonopah, NV (   United States of America)","38.0655",-117.23193,1
near Topcliffe RAF Station (   United Kingdom),"54.17836",-1.38521,1
"near Toronto, ON (   Canada)","43.6487",-79.38545,1
"near Toropa, Vitebsk Region (   Russia)","50.42702","39.94105",1
near Touho (   New Caledonia),-20.76963,"165.21017",1
near Toulouse (   France),"43.60579","1.44864",1
"near Townsend, MT (   United States of America)","46.31942",-111.52074,1
"near Townsville, QLD (   Australia)",-19.25712,"146.82139",1
near Trappa (   Italy),"44.18712","7.99607",1
near Trat (   Thailand),"12.26081","102.52172",1
near Tres Esquinas Air Base (TQS) (   Colombia),"9.79746",-73.5042,1
near Triel (   France),"48.98085","2.00338",1
near Trinidad Airport (TDD) (   Bolivia),-14.83093,-64.89863,1
near Tripoli-Castel Benito Airport (TIP) (   Libya),"32.89534","13.18105",1
near Tripoli-Mitiga International Airport (MJI) (   Libya),"32.89534","13.18105",1
near Tripoli (   Libya),"32.89534","13.18105",1
near Trondheim/Hommelvik Seaplane Base (   Norway),"63.43101","10.39211",1
near Tshikapa (   Congo (Democratic Republic)),-6.41764,"20.76543",1
near Tsushima Airport (TSJ) (   Japan),"37.64726","140.61802",1
near Tulachan Dhuri (   Nepal),"26.481","87.77229",1
near Tula (   Russia),"54.19408","37.61875",1
near Tulihal (   India),"24.68486","94.02707",1
near Tulkarm (   Israel),"32.31743","35.0308",1
"near Tulsa International Airport, OK (TUL) (   United States of America)","36.18834",-95.88862,1
"near Tulsa Municipal Airport, OK (TUL) (   United States of America)","36.18834",-95.88862,1
"near Tulsa, OK (   United States of America)","36.15012",-95.99353,1
"near Tupaciguara, MG (   Brazil)",-18.60095,-48.69467,1
near Tura (   Russia),"64.27244","100.20623",1
near Turbo (   Colombia),"8.09295",-76.72893,1
"near Turinskaya Sloboda, Sverdlovsk Region (   Russia)","57.61412","64.39871",1
near Turnhout (   Belgium),"51.31751","4.9502",1
near Turovets (   Ukraine),"50.17888","28.94305",1
near Turrialba Volcano (   Costa Rica),"9.90526",-83.68627,1
near Turrialba (   Costa Rica),"9.90526",-83.68627,1
near Tuzantán (   Mexico),"15.14557",-92.42217,1
near Tver-Migalovo Airport (KLD) (   Russia),"56.85263","35.93316",1
"near Twin Falls, NL (   Canada)","53.49707",-64.51955,1
"near Two Bridge Lake, BC (   Canada)","51.47687",-120.72585,1
near Tyoply Stan (   Russia),"55.62324","37.489",1
"near Uberaba Airport, MG (UBA) (   Brazil)",-21.10561,-42.95999,1
"near Uberlândia Airport, MG (UDI) (   Brazil)",-18.91902,-48.27832,1
near Uchkuduk (   Uzbekistan),"42.11823","63.61541",1
near Uden (   Netherlands),"51.65743","5.6183",1
"near Udokan range, Aldan district, Yakutiya (   Russia)","56.75233","118.30549",1
"near Uelen, Chukotka (   Russia)","66.16095",-169.82162,1
near Uetersen RAF Station (   Germany),"53.68399","9.66286",1
near Ufa (   Russia),"54.74966","55.98571",1
near Ukhrul (   Myanmar),"25.2729","94.69275",1
near Ulaangom Airport (ULO) (   Mongolia),"49.97901","92.06947",1
near Ulan-Bator (   Mongolia),"47.92216","106.91767",1
near Uli Airstrip (   Nigeria),"5.78614","6.8656",1
near Ulmeni (   Romania),"47.4653","23.30466",1
near Ulongwe (   Mozambique),-14.71599,"34.35752",1
near Uman (   Ukraine),"48.75055","30.22463",1
"near Umiujaq Airport, QC (YUD) (   Canada)","56.55113",-76.54461,1
"near Unadilla, GA (   United States of America)","32.26231",-83.73633,1
"near Union Springs, AL (   United States of America)","32.14615",-85.71267,1
"near Union Valley Reservoir, CA (   United States of America)","40.30357",-74.4557,1
"near Urbana, OH (   United States of America)","40.10914",-83.75238,1
"near Uribe, Meta (   Colombia)","3.24057",-74.3546,1
near Uruapan Airport (UPN) (   Mexico),"19.42129",-102.06413,1
near Urumqi Airport (URC) (   China),"43.78788","87.58627",1
near Ust'-Kuiga (   Russia),"69.99975","135.57212",1
near Ust-Orda (   Russia),"57.19584","56.90599",1
near Utecht (   Germany),"53.76741","10.76958",1
near Utichiy Island (   Russia),"58.79079","59.72022",1
near Vaalwater (   South Africa),-24.2992,"28.11058",1
near Vacas (   Bolivia),-17.53319,-65.65208,1
near Vakarel (   Bulgaria),"42.56279","23.69761",1
"near Valdez Municipal Airport, AK (VDZ) (   United States of America)","61.13332",-146.21772,1
near Valence-Chabeuil Airport (VAF) (   France),"44.92856","4.9108",1
near Valensole (   France),"43.83788","5.98719",1
near Valladolid (   Ecuador),-4.498,-79.13331,1
near Valledupar Airport (VUP) (   Colombia),"10.46478",-73.26062,1
"near Vanavara, Krasnoyarsk Region (   Russia)","60.34887","102.27901",1
"near Vancouver International Airport, BC (YVR) (   Canada)","49.20823",-122.69932,1
near Vande Ikya (   Nigeria),"6.79643","9.05674",1
near Varamin (   Iran),"35.30187","51.65916",1
near Varrelbusch Airport (VAC) (   Germany),"52.8959","8.00993",1
near Vatry/Châlons-en-Champagne International Airport (XCR) (   France),"48.95584","4.3554",1
near Veghel (   Netherlands),"51.61727","5.54174",1
near Velichovsky (   Czech Republic),"50.35689","15.84121",1
"near Venetie, AK (   United States of America)","67.00905",-146.40597,1
