"loc","loc_lat","loc_lng","count"
near Minsk-1 International Airport (MHP) (   Belarus),"53.90376","27.56544",1
near Mintom (   Cameroon),"3.43949","15.0096",1
"near Mistassini Lake, QC (   Canada)","45.78396",-73.43292,1
near Mitú Airport (MVP) (   Colombia),"1.25872",-70.23696,1
near Mitwaba (   Congo (Democratic Republic)),-8.63287,"27.34429",1
near Moabi (   Gabon),-2.44105,"10.92229",1
near Mocuba (   Mozambique),-16.83988,"36.98544",1
near Mogaung (   Myanmar),"25.296","96.94163",1
"near Mohania, Bihar (   India)","25.16573","83.62455",1
near Mojo (   Ethiopia),"8.5798","39.11925",1
near Molima (   Mozambique),-17.30712,"34.70675",1
"near Moline, IL (   United States of America)","41.49176",-90.49016,1
near Mombasa-Moi International Airport (MBA) (   Kenya),-4.03233,"39.61266",1
near Mona Quimbundo (   Angola),-9.75955,"20.22033",1
"near Moncton, NB (YQM) (   Canada)","46.08835",-64.77824,1
near Mong-Hpayak (   Myanmar),"21.15489","99.77792",1
near Mongu Airport (MNR) (   Zambia),-15.26966,"23.13385",1
"near Monroe County Airport, AL (MVC) (   United States of America)","39.77573",-81.10758,1
"near Monroe, MI (   United States of America)","41.91606",-83.3979,1
near Monrovia (   Liberia),"6.31673",-10.80213,1
near Montaigu-la-Brisette (   France),"49.56333",-1.40819,1
"near Monte Dourado Airport, PA (MEU) (   Brazil)",-22.11048,-48.31239,1
near Montego Bay (   Jamaica),"18.47085",-77.92303,1
near Monterrey-General Mariano Escobedo International Airport (MTY) (   Mexico),"25.68603",-100.30957,1
near Monterrey-Gen Mariano Escobedo Airport (MTY) (   Mexico),"25.68603",-100.30957,1
near Monterroso (Lugo) (   Spain),"42.79288",-7.83634,1
near Montfaucon (   France),"47.23496","6.08456",1
"near Montgomery Municipal Airport, AL (GUN) (   United States of America)","32.38015",-86.30008,1
near Moroni Airport (HAH) (   Comoros),-11.69221,"43.25919",1
near Moskva-Domodedovo (   Russia),"55.44028","37.76619",1
near Moskva-Khodynka Aerodrome (   Russia),"53.63731","32.99936",1
near Moskva-Khodynka Airport (   Russia),"53.63731","32.99936",1
near Moskva-Khodynka (Frunze) Central Aerodrome (   Russia),"53.63731","32.99936",1
near Moskva-Sheremetyevo Airport (SVO) (   Russia),"55.42558","37.14857",1
near Moskva (   Russia),"55.75697","37.61502",1
near Mota (   Ethiopia),"11.58603","37.35379",1
near Mount Hagen (   Papua New Guinea),-5.86005,"144.22125",1
near Mount Victoria (   Myanmar),"36.04305","14.24842",1
"near Mount Waddington, BC (   Canada)","50.72419",-127.49549,1
near Moyobamba (   Peru),-6.03271,-76.9723,1
near Muang Nong (   Laos),"16.52108","106.33613",1
near Mueda Airport (MUD) (   Mozambique),-11.66209,"39.55884",1
near Mulia Airport (LII) (   Indonesia),"1.55119","109.206",1
near Murgas (   Cuba),"22.99268",-82.44091,1
near Murri (   Colombia),"6.7439",-76.36785,1
"near Muscle Shoals Airport, AL (MSL) (   United States of America)","34.7548",-87.61305,1
"near Mustang, OK (   United States of America)","35.39173",-97.73264,1
near Myachkovo Airport (   Russia),"55.53927","37.98038",1
near Myakinino (   Russia),"55.12962","38.37387",1
near Myitkyina North (   Myanmar),"25.38849","97.37494",1
near Myitkyina South (   Myanmar),"25.38849","97.37494",1
"near Myola Lake, Owen Stanley range (   Papua New Guinea)",-8.89298,"147.74897",1
near Mys Zhelaniya (   Russia),"56.34022","75.43971",1
near Naberezhniye Chelny (   Russia),"55.70457","52.34733",1
near Nadzab (   Papua New Guinea),-6.51687,"146.71313",1
near Nagoya (   Japan),"35.15065","136.91903",1
near Nagyvárad (Oradea) (   Romania),"47.05185","21.93873",1
near Naha (   Indonesia),"3.6842","125.52756",1
near Nairobi (   Kenya),-1.28352,"36.8238",1
near Nakhon Sawan/Takhli Air Base (TKH) (   Thailand),"15.2642","100.33865",1
near Namlea (   Indonesia),-3.27177,"127.09862",1
"near Nanaimo, BC (   Canada)","49.16426",-123.93617,1
near Napoli-Capodichino Airport (NAP) (   Italy),"40.87579","14.27026",1
near Napoli (   Italy),"40.84015","14.25226",1
near Nardaran (   Azerbaijan),"41.01412","49.14624",1
near Naryan-Mar (   Russia),"67.63781","53.01275",1
"near Nashua, PA (   United States of America)","41.08111",-80.39086,1
near Nassenwil (   Switzerland),"47.46527","8.47106",1
near Natagaima (   Colombia),"3.62244",-75.09671,1
near Natanz (   Iran),"33.62166","51.77014",1
near Navafria (   Spain),"41.0555",-3.81809,1
near Ndjolé (   Gabon),-0.17977,"10.77035",1
near Nedakonice (   Czech Republic),"49.03352","17.38186",1
near Nekrasovka (   Russia),"52.9945","36.02934",1
"near Nerkha, Nizhneudinsk District (   Russia)","53.85087","98.27316",1
"near Neuquén, NE (   Argentina)",-38.94633,-68.05932,1
"near Newark International Airport, NJ (EWR) (   United States of America)","40.7047",-74.1855,1
"near New Lisbon, IN (   United States of America)","39.8609",-85.2628,1
"near Newry, ME (   United States of America)","44.52003",-70.82135,1
"near Newton, GA (   United States of America)","31.3137",-84.35112,1
near Ngaoundéré Airport (NGE) (   Cameroon),"7.32068","13.58468",1
near Nikolajev (   Ukraine),"46.97336","31.98522",1
near Nizhneangarsk (   Russia),"55.7921","109.5886",1
near Nizhnevartovsk Airport (NJC) (   Russia),"60.96639","76.53078",1
near Nizhnevartovsk (   Russia),"60.96639","76.53078",1
near Njarðvík (   Iceland),"63.98384",-22.54949,1
"near Nome, AK (   United States of America)","64.49946",-165.40586,1
near Noril'sk-Nezhdannyj Airfield (   Russia),"69.34575","88.21482",1
"near Notnare Village, Yahukimo District, Irian Jaya (   Indonesia)",-4.38914,"139.40692",1
near Nouakchott Airport (NKC) (   Mauritania),"18.09194",-15.97248,1
near Novaya Inya (   Russia),"59.38235","144.85796",1
near Novgorod Airport (NVR) (   Russia),"56.22263","43.79365",1
near Novoaleksandrovsk (   Russia),"45.49572","41.21541",1
"near Novobyelaya, Lugansk Region (   Ukraine)","49.77133","39.17024",1
near Novy Dvor (   Belarus),"52.30916","26.24002",1
near Novy Urengoy Airport (NUX) (   Russia),"66.08718","76.65808",1
near Nuevo Saposoa (   Peru),-6.93439,-76.77148,1
near Nukus (   Uzbekistan),"42.46366","59.60956",1
near Nyaunggonale (   Myanmar),"24.3481","94.87685",1
near Nyíregyháza (   Hungary),"47.95929","21.71831",1
near Nyrob (   Russia),"60.74299","56.73261",1
near Oakington RAF Station (   United Kingdom),"52.26546","0.0761",1
"near Obozerski Airfield, Plesetsk district, Arkhangelsk region (   Russia)","64.5384","40.51492",1
"near Ocala, FL (   United States of America)","29.18776",-82.14041,1
near Odessa (   Ukraine),"46.4725","30.73712",1
near Okarben (   Germany),"50.24958","8.7568",1
"near Okeechobee, FL (   United States of America)","27.24374",-80.83224,1
near Okinawa-Naha AFB (OKA) (   Japan),"26.1988","127.70193",1
near Okinawa (   Japan),"26.39273","127.81076",1
"near Oklahoma City-Tinker AFB, OK (TIK) (   United States of America)","35.41827",-97.41813,1
near Olías (   Spain),"39.94362",-3.98886,1
"near Oliver Springs, TN (   United States of America)","36.0462",-84.34399,1
near Olsberg-Elpe (   Germany),"51.27611","8.44731",1
near Olsztyn/Dajtki Airport (   Poland),"50.75094","19.26645",1
near Olyokminsk (   Russia),"60.3737","120.40008",1
"near Omaha, NE (   United States of America)","41.26068",-95.94026,1
"near Omolon, Bilibino District (   Russia)","68.05584","166.44928",1
near Omsk (   Russia),"54.99472","73.36476",1
near Öndörkhaan (   Mongolia),"47.32872","110.66705",1
near Ononge (   Papua New Guinea),-8.56957,"147.26071",1
"near Ontario International Airport, CA (ONT) (   United States of America)","34.06264",-117.59294,1
near Orange (   France),"44.13616","4.80862",1
near Ordzhonikidze (   Russia),"46.85479","41.03088",1
"near Orillia Airport, ON (   Canada)","44.60658",-79.41824,1
near Orito (   Colombia),"0.66765",-76.87099,1
near Oroque (   Colombia),"4.78982",-71.33864,1
near Osaka-Itami Airport (ITM) (   Japan),"35.9237","137.2446",1
near Osan (   South Korea),"37.14628","127.07803",1
near Oskarshamn Airport (OSK) (   Sweden),"57.265","16.44883",1
near Osypnoi Bugor village (   Russia),"46.29464","48.05064",1
near Otrado-Olginski (   Russia),"45.30374","40.94892",1
"near Ottawa International Airport, ON (YOW) (   Canada)","45.37329",-75.68171,1
near Ouistreham (   France),"49.27611",-0.25848,1
Near Ouistreham (   France),"49.27611",-0.25848,1
near Oujda (   Morocco),"34.6805",-1.91781,1
"near Owensboro, KY (   United States of America)","37.77421",-87.11351,1
near Oxford (   United Kingdom),"51.7563",-1.25951,1
"near Ozerevo, Borovichi District (   Russia)","58.38892","33.89916",1
near Ozyorski (   Russia),"54.40791","22.01027",1
"near Pachuca, Hidalgo (   Mexico)","20.12172",-98.73678,1
near Padalarang (   Indonesia),-6.84636,"107.48993",1
near Paderborn-Lippstadt (   Germany),"51.68281","8.3878",1
near Pakse (   Laos),"15.11845","105.81086",1
near Palca (   Peru),-11.35556,-75.4668,1
near Palermo-Boccadifalco Airport (LICP) (   Italy),"38.11179","13.29138",1
near Palermo (   Italy),"38.12207","13.36112",1
near Palma Soriano (   Cuba),"20.20694",-75.98999,1
"near Palmdale, CA (   United States of America)","34.57923",-118.11657,1
"near Palmer, MA (   United States of America)","42.15773",-72.32654,1
near Pampa Hermosa (   Peru),-11.3942,-74.74988,1
near Panglong (   Myanmar),"22.81437","97.37605",1
near Pangseng Pass (   Myanmar),"52.38978",-7.7275,1
near Panvel (   India),"18.99824","73.12313",1
near Paparo (   Venezuela),"10.38331",-65.98769,1
near Papa (   Hungary),"47.32834","17.46962",1
near Papun Airport (PPU) (   Myanmar),"18.06852","97.44049",1
near Parachinar (   Pakistan),"33.92455","70.02363",1
"near Paraibuna, SP (   Brazil)",-23.38997,-45.66233,1
near Páramo Las Siete Lagunas (   Venezuela),"8.63229",-69.76547,1
near Paris-Le Bourget Airport (LBG) (   France),"48.9445","2.43337",1
near Paris-Orly Airport (ORY) (   France),"45.54335","4.40749",1
"near Paris, TN (   United States of America)","36.30189",-88.32625,1
"near Parkersburg, WV (   United States of America)","39.26373",-81.55857,1
"near Parnamirim, BA (   Brazil)",-8.09001,-39.57794,1
"near Passo Fundo Airport, RS (PFB) (   Brazil)",-28.26143,-52.40881,1
near Pastavy (   Belarus),"55.11294","26.87267",1
near Patna (   India),"25.60129","85.13752",1
"near Patuxent River-NAS, MD (NHK) (   United States of America)","38.27741",-76.42415,1
near Pavlodar (   Kazakhstan),"52.27598","76.96999",1
"near Payette, ID (   United States of America)","44.07429",-116.93655,1
"near Pearblossom, CA (   United States of America)","34.50229",-117.91404,1
"near Pearce, WA (   Australia)",-33.65774,"115.16766",1
near Pedernales (   Dominican Republic),"18.03454",-71.74599,1
near Pedro Bernado (   Spain),"42.70302",-2.56389,1
near Pedro Juan Caballero (   Paraguay),-22.55912,-55.73107,1
near Pegu (   Myanmar),"17.33731","96.49529",1
"near Pelotas-Federal Airport, RS (PET) (   Brazil)",-31.76323,-52.34141,1
near Pemba Airport (POL) (   Mozambique),-12.96364,"40.50007",1
"near Penek, Chulymsky District, Novosibirsk Region (   Russia)","55.5016","81.55895",1
near Perekopivka (   Ukraine),"50.60341","33.43108",1
near Perevitsy (   Russia),"57.22488","29.14021",1
near Périllos (   France),"42.87005","2.87193",1
"near Perote, Vera Cruz (   Mexico)","20.07431",-97.06463,1
near Perpignan (   France),"42.69819","2.88748",1
near Peshawar-Bacha Khan International Airport (PEW) (   Pakistan),"34.00761","71.51705",1
"near Petrel, Sakhalin Oblast (   Russia)","54.45494","48.06515",1
"near Petreto-Bicchisano, Corsica (   France)","41.78541","8.97915",1
"near Petrolina Internacional Airport, PE (PNZ) (   Brazil)",-9.39471,-40.50886,1
near Petrovsk Air Base (   Russia),"52.29925","45.39714",1
"near Petukhovo, Bolshesosnovsky District (   Russia)","55.0662","67.887",1
near Pevek Airport (PWE) (   Russia),"69.70403","170.32088",1
near Phan Rang (PHA) (   Vietnam),"11.56305","108.99003",1
"near Philadelphia International Airport, PA (PHL) (   United States of America)","40.23678",-75.23998,1
near Phnom Penh Airport (PNH) (   Cambodia),"11.55251","104.87901",1
near Phnom Penh-Pochentong Airport (PNH) (   Cambodia),"11.55251","104.87901",1
near Phú My (   Vietnam),"14.17385","109.05341",1
"near Picinguaba Cove, Ubatuba, SP (   Brazil)",-23.37629,-44.83848,1
near Piesenkofen (   Germany),"51.28346","7.29337",1
near Pilisszentlélek (   Hungary),"47.73095","18.8398",1
near Pilos (   Greece),"36.90839","21.69702",1
"near Pine Creek, NT (   Australia)",-13.82169,"131.83346",1
near Pinerolo (   Italy),"44.88503","7.33235",1
near Pinofranque (   Spain),"41.63686",-4.72481,1
"near Pirapora Airport, MG (PIV) (   Brazil)",-17.3308,-44.89743,1
near Pirsogianni (   Greece),"40.21204","20.81128",1
near Pisco (   Peru),-13.71114,-76.20922,1
"near Pittsburgh-Allegheny County Airport, PA (AGC) (   United States of America)","40.35049",-79.92587,1
near Piura Airport (PIU) (   Peru),-5.18784,-80.65854,1
near Placetas (   Cuba),"22.31243",-79.65415,1
"near Placida, FL (   United States of America)","26.83358",-82.26507,1
near Pleiku Airport (PXU) (   Vietnam),"13.98076","108.00073",1
near Plocicz (   Poland),"53.50224","17.50636",1
near Ploemeur (   France),"47.73599",-3.42764,1
"near Pocatello Airport, ID (PIH) (   United States of America)","42.9031",-112.58219,1
near Pochop (   Russia),"57.03207","36.14869",1
near Podkopayevo (   Russia),"54.47722","35.42609",1
near Poggiorsini (   Italy),"40.91802","16.25538",1
near Pointe Noire Airport (PNR) (   Congo),-4.8332,"11.88268",1
"near Point Hope Airport, AK (PHO) (   United States of America)","68.34945",-166.73946,1
"near Poland, ME (   United States of America)","44.05061",-70.38016,1
near Polná (   Czech Republic),"49.48791","15.71633",1
"near Polukotelnikovo, Kursk Region (   Russia)","51.32792","36.32145",1
"near Pompano Beach, FL (   United States of America)","26.23147",-80.12545,1
"near Ponta Grossa-Sant'Ana Airport, PR (PGZ) (   Brazil)",-25.099,-50.15912,1
"near Ponta Porã International Airport, MS (PMG) (   Brazil)",-22.537,-55.72623,1
near Pontevedra (   Spain),"42.43246",-8.65237,1
near Pontianak Airport (PNK) (   Indonesia),-0.01986,"109.3356",1
near Pont-l'Abbé (   France),"47.86686",-4.22395,1
near Pontoise (   France),"49.05062","2.10061",1
near Popovka (   Russia),"55.51552","37.24045",1
near Popowice (   Poland),"51.15502","18.5487",1
"near Porecatu, PR (   Brazil)",-22.75695,-51.37707,1
near Porlamar (   Venezuela),"10.95715",-63.85168,1
"near Port Aransas-Mustang Beach Airport, TX (   United States of America)","27.80394",-97.09136,1
near Port Harcourt (   Nigeria),"4.81394","7.0437",1
"near Port Mayaca, FL (   United States of America)","26.98665",-80.60493,1
"near Porto Belo Farm, RJ (   Brazil)",-27.15716,-48.57566,1
near Potsdam (   Germany),"52.39962","13.04784",1
near Praha-Ruzyne International Airport (PRG) (   Czech Republic),"50.08245","14.31048",1
near Prato (   Italy),"43.88207","11.10036",1
near Pretoria (   South Africa),-25.74587,"28.18763",1
"near Princes Risborough, Buckinghamshire (   United Kingdom)","51.72183",-0.83245,1
near Prinzapolka (   Nicaragua),"13.5111",-84.10156,1
near Privolzhskiy Air Base (   Russia),"58.61825","57.6722",1
near Probolinggo (   Indonesia),-7.76193,"113.23464",1
near Prosnes (   France),"49.19","4.29126",1
near Providencia Airport (PVA) (   Colombia),"1.23881",-77.5968,1
near Provideniya Airport (PVS) (   Russia),"64.42472",-173.22259,1
near Provins (   France),"48.5595","3.29868",1
"near Prudhoe Bay, AK (   United States of America)","70.30754",-148.61042,1
near Pskov Airport (PKV) (   Russia),"57.81558","28.33803",1
"near Pucklechurch, Gloucestershire (   United Kingdom)","51.81606",-2.26587,1
near Pudasjärvi (   Finland),"65.37059","26.99213",1
near Puebla Airport (   Mexico),"19.04386",-98.19756,1
near Puebla (   Mexico),"19.04386",-98.19756,1
near Puerto Araujo (   Colombia),"6.96703",-71.83331,1
near Puerto Asis (   Colombia),"0.50317",-76.49946,1
near Puerto Berrío (   Colombia),"6.48582",-74.40462,1
near Puerto Cabello Airport (PBL) (   Venezuela),"10.47829",-68.0099,1
near Puerto Cabezas (   Nicaragua),"14.03018",-83.38938,1
near Puerto Concordia (   Colombia),"2.62285",-72.76015,1
near Puerto Limon (   Costa Rica),"8.4412",-83.06591,1
near Puerto López (   Colombia),"4.08648",-72.95978,1
near Puerto Ordaz (   Venezuela),"8.29795",-62.75479,1
near Puerto Plata-La Union Airport (POP) (   Dominican Republic),"19.74973",-70.55784,1
near Punto Fijo (   Venezuela),"11.69939",-70.19934,1
"near Purisima del Maguey, Zacatecas (   Mexico)","23.03287",-102.89425,1
near Pyongyang Air Base (   North Korea),"38.41335","127.28437",1
"near Pysht, Clallan County, WA (   United States of America)","48.19599",-124.11558,1
near Qatar (   Qatar),"25.18068","51.56232",1
near Quara (   Italy),"44.35561","10.5072",1
"near Quay, NM (   United States of America)","35.17237",-103.55027,1
near Quelimane Airport (   Mozambique),-17.84816,"36.90831",1
"near Queloz, SP (   Brazil)",-22.53937,-44.77353,1
near Querétaro Airport (QRO) (   Mexico),"20.5921",-100.396,1
near Quetame (   Colombia),"4.3302",-73.8633,1
near Quétame (   Colombia),"4.3302",-73.8633,1
near Quetzaltenango (   Guatemala),"14.82081",-91.51667,1
near Quibaxe (   Angola),-8.51148,"14.51323",1
near Quirigua (   Guatemala),"15.37603",-89.0234,1
"near Quirindi, NSW (   Australia)",-31.51924,"150.67584",1
near Quito (   Ecuador),-0.20562,-78.5088,1
near Rabat (   Morocco),"34.01791",-6.83612,1
near RAF North Luffenham (   United Kingdom),"52.62163",-0.61687,1
"near Raleigh/Durham Airport, NC (   United States of America)","35.98693",-78.66861,1
"near Ranville, Normandy (   France)","49.23189",-0.25729,1
near Ranville (   France),"49.23189",-0.25729,1
near Ras Al Khafji (   Saudi Arabia),"24.50201","44.37342",1
near Rash Mishab (   Saudi Arabia),"26.34452","43.94329",1
near Rawalpindi (   Pakistan),"33.58875","73.0455",1
"near Razdolnoye, Uralsk region (   Kazakhstan)","51.22115","51.40715",1
near Rechka (   Russia),"49.22828","41.02979",1
near Rees (   Germany),"51.76143","6.39407",1
"near Regina Airport, SK (YQR) (   Canada)","50.43753",-104.65155,1
"near Reserve, NM (   United States of America)","33.71265",-108.75794,1
"near Resolute Airport, NU (YRB) (   Canada)","74.69462",-94.83988,1
near Reyes Airport (REY) (   Bolivia),-14.29197,-67.32762,1
near Reykjavík/Keflavík-Meeks Field (KEF) (   Iceland),"64.14586",-21.93955,1
near Reykjavik (   Iceland),"64.14586",-21.93955,1
"near Rifle-Garfield County Airport, CO (RIL) (   United States of America)","39.51942",-107.71156,1
near Riga-Spilve Airport (   Latvia),"56.99917","24.0724",1
near Riga (   Latvia),"56.94599","24.11487",1
near Rijeka (   Croatia),"45.32673","14.44716",1
"near Rincón del Tigre, Chiquitos (   Bolivia)",-17.58873,-61.96112,1
"near Rio Blanco, Matagalpa (   Nicaragua)","12.92817",-85.22907,1
"near Rio Branco Airport, AC (RBR) (   Brazil)",-9.97388,-67.80756,1
"near Rio de Janeiro-Afonsos Air Force Base, RJ (   Brazil)",-22.93795,-43.2477,1
"near Río Grande, TF (   Argentina)",-53.76498,-67.71233,1
near Riohacha (   Colombia),"11.54491",-72.90635,1
"near Rio Moju, PA (   Brazil)",-1.89116,-48.76792,1
near Rionegro (   Colombia),"6.14897",-75.37214,1
near Río Pauté (   Ecuador),-0.06639,-76.79484,1
"near Rio Rancho, NM (   United States of America)","35.24159",-106.65968,1
near Risculita (   Romania),"46.22634","22.72347",1
"near Rittman, OH (   United States of America)","40.97332",-81.7815,1
"near Riverside, CA (   United States of America)","33.98171",-117.37404,1
"near Riverside-March AFB, CA (RIV) (   United States of America)","33.99939",-117.35539,1
near Rivolto Air Base (   Italy),"45.95421","13.0196",1
near Riyadh (   Saudi Arabia),"24.68218","46.68719",1
near Roccatamburo di Poggiodomo (   Italy),"42.73704","12.9361",1
"near Rockwood, TN (   United States of America)","35.86764",-84.68424,1
near Roma-Urbe (   Italy),"44.49686","8.60411",1
"near Romeo, MI (   United States of America)","42.80258",-83.01375,1
"near Roncesvalles, Tolima (   Colombia)","4.01068",-75.60506,1
near Ronda (   Italy),"40.69532","14.72621",1
"near Roselawn, IN (   United States of America)","41.14504",-87.31393,1
near Roskilde Airport (RKE) (   Denmark),"55.64053","12.09235",1
near Rossfjordstraumen (   Norway),"69.36459","18.31059",1
"near Ross River Airport,YT (XRR) (   Canada)","61.97381",-132.43494,1
"near Roswell-Walker AFB, NM (   United States of America)","33.31817",-104.52315,1
near Rovie (   Albania),"41.88067","12.48433",1
near Rumija (   Montenegro),"50.82658","4.33229",1
"near Rupert River, QC (   Canada)","49.75996",-77.6326,1
near Rurrenabaque Airport (RBQ) (   Bolivia),-14.43993,-67.52536,1
near Ruteng (   Indonesia),-8.61667,"120.49712",1
"near Rybinsk, Yaroslavl region (   Russia)","58.04372","38.84521",1
"near Ryzhovo, Sakha (   Russia)","55.35546","37.1648",1
near Sabana Larga (   Venezuela),"10.20581",-68.0227,1
near Sablayan (   Philippines),"12.84116","120.77526",1
near Saborsko (   Croatia),"44.9833","15.47922",1
"near Sacramento-McClellan AFB, CA (MCC) (   United States of America)","38.66869",-121.3948,1
"near Safford, AZ (   United States of America)","32.83438",-109.7086,1
near Sagaing (   Myanmar),"21.87904","95.96664",1
"near Saginaw, MI (   United States of America)","43.4194",-83.94652,1
"near Saginaw, TX (   United States of America)","32.85864",-97.3695,1
near Saharanpur-Sarasawa Air Base (   India),"29.9657","77.54605",1
near Saigon-Tan Son Nhat Airport (SGN) (   Vietnam),"10.82605","106.64179",1
near Saigon-Tan Son Nhat International Airport (SGN) (   Vietnam),"10.82605","106.64179",1
"near Saint-Cléophas-de-Brandon, QC (   Canada)","46.22717",-73.40955,1
near Saint Denis (   Reunion),-20.89266,"55.47104",1
near Sainte-Mère-Église (   France),"49.40831",-1.31743,1
near Saint-Étienne-de-Tinée (   France),"44.25652","6.92266",1
"near Saint Jean Airport, QC (YJN) (   Canada)","45.39575",-73.44449,1
"near Saint Joseph-Rosecrans AAF, MO (STJ) (   United States of America)","39.77234",-94.90158,1
near Saint-Just-Chaleyssin (   France),"45.58463","5.00207",1
"near Saint Paul Island Airport, AK (SNP) (   United States of America)","56.58053",-169.66872,1
near Sa Keao (   Vietnam),"19.38236",-70.42001,1
near Sakhanka (   Russia),"52.92456","35.92866",1
near Sakon Nakhon Airport (SNO) (   Thailand),"17.17215","104.11026",1
near Salalah Airport (SLL) (   Oman),"17.01493","54.09302",1
"near Salamanca, NY (   United States of America)","42.15386",-78.70907,1
near Salasaca Hill (   Ecuador),-1.30607,-78.56919,1
near Saldus (   Latvia),"56.66723","22.49766",1
near Salento (   Colombia),"4.63741",-75.56951,1
"near Salluit Airport, QC (YZG) (   Canada)","62.2052",-75.6426,1
"near Salta, SA (   Argentina)",-24.78865,-65.41022,1
"near Salt Flat, TX (   United States of America)","31.74491",-105.07979,1
near Saltillo (   Mexico),"25.42227",-101.00094,1
"near Salt Lake City International Airport, UT (SLC) (   United States of America)","40.76259",-111.89396,1
near Salto Airport (STY) (   Uruguay),-31.07199,-57.84638,1
"near Salvador Airport, BA (SSA) (   Brazil)",-12.85789,-38.45459,1
"near Salvador-Dois de Julho Airport, BA (SSA) (   Brazil)",-12.854,-38.46732,1
"near Samarinda, Dutch East Indies (   Indonesia)",-0.49544,"117.14373",1
near Samarinda (   Indonesia),-0.49544,"117.14373",1
near Sampit Airport (SMQ) (   Indonesia),-2.53606,"112.9097",1
near Samurskaya (   Russia),"44.28112","39.83616",1
near San Andrés Tuxtla (   Mexico),"18.44849",-95.21204,1
near San Andrés (   Colombia),"12.58524",-81.69614,1
near San Antero (   Colombia),"9.37436",-75.76089,1
near San Antonio del Estrecho (   Peru),-11.91101,-76.97201,1
near Sanatorny (   Russia),"47.10504","142.62686",1
near San Borja (   Bolivia),-14.85837,-66.74392,1
near San Carlos (   Nicaragua),"11.13217",-84.77461,1
near San Carlos (   Venezuela),"9.66176",-68.59159,1
near San Cristóbal de las Casas Airport (SZT) (   Mexico),"16.73159",-92.64229,1
near San Cristobal (   Venezuela),"7.7692",-72.23336,1
near San Fansisco (   Bolivia),-18.58081,-59.16384,1
near San Fernando (   Venezuela),"7.83568",-67.42427,1
"near Sanford, NC (   United States of America)","35.46622",-79.15926,1
"near San Fransisco, CA (   United States of America)","37.77713",-122.41964,1
near Sanga-Sanga (   Philippines),"5.09121","119.80915",1
"near San Jose, CA (   United States of America)","37.33866",-121.88542,1
"near San José del Llano, Sinaola (   Mexico)","25.36034",-107.55246,1
near San José de los Lajas (   Cuba),"22.96272",-82.14988,1
near San José Pinula (   Guatemala),"14.54607",-90.41251,1
near San José Volcano (   Chile),"9.89297",-84.30251,1
near San José (   Costa Rica),"9.92976",-84.08569,1
near San Juan-Isla Grande Airport (SIG) (   Puerto Rico),"18.45496",-66.0894,1
near San Juan Ranch strip (   Bolivia),-16.81161,-64.00804,1
near San Juan (   Peru),-8.6311,-77.61896,1
near San Juan (   Philippines),"14.60473","121.02905",1
near Sankt Florian (   Austria),"48.20641","14.38026",1
near San Luis de Palenque Airport (SQE) (   Colombia),"5.42245",-71.73143,1
near San Luis Potosí (SPL) (   Mexico),"22.15271",-100.97663,1
near San Luis Potosí (   Mexico),"22.15271",-100.97663,1
"near San Martín Volcano, Veracruz (   Mexico)","18.59585",-95.40154,1
"near San Mateo, Manabí (   Ecuador)",-0.9596,-80.81428,1
near San Miguel Bay (   Panama),"8.45605",-78.93518,1
"near San Miguel, Trujillo (   Venezuela)","9.37766",-70.26872,1
"near San Pedro, Coahuila (   Mexico)","25.75805",-102.9834,1
"near San Pedro de Colalao, TU (   Argentina)",-26.23706,-65.49443,1
near San Salvador Auxiliary AFB (ZSA) (   Bahamas),"24.0514",-74.52391,1
"near Santa Ana-El Toro MCAS, CA (NZJ) (   United States of America)","33.70656",-117.94292,1
near Santa Cruz (   Bolivia),-17.78368,-63.18041,1
"near Santa Isabel-Córdoba-Escuela De Aviacion Militar Airport, CD (   Argentina)",-33.88763,-61.69364,1
near Santa Lucía Air Base (NLU) (   Mexico),"19.47739",-99.19358,1
near Santa Lucía Air Force Base (   Mexico),"19.47739",-99.19358,1
"near Santa Maria, RS (   Brazil)",-29.69082,-53.80104,1
"near Santarém Airport, PA (STM) (   Brazil)",-2.4394,-54.69884,1
near Santa Rosa Airport (SRB) (   Bolivia),-14.07061,-66.79792,1
near Sant'Erasmo (   Italy),"45.45729","12.41263",1
near Santiago de Baney (   Equatorial Guinea),"3.69858","8.91034",1
near Santiago de los Caballeros-Cibao International Airport (STI) (   Dominican Republic),"19.45369",-70.70743,1
near Santiago-Pudahuel Airport (SCL) (   Chile),-33.44449,-70.74932,1
near Santiago (   Chile),-33.43722,-70.65002,1
near Santo Domingo (   Venezuela),"10.62226",-71.61711,1
near Santo Tomas (   Guatemala),"15.42497",-90.29894,1
"near São Francisco de Assis, RS (   Brazil)",-29.55078,-55.13079,1
"near São Paulo-Campo de Marte Airport, SP (   Brazil)",-23.64644,-46.66022,1
"near São Paulo-Congonhas Airport, SP (CGH) (   Brazil)",-20.50904,-43.85437,1
"near São Paulo-Viracopos Airport, SP (VCP) (   Brazil)",-23.01614,-47.14525,1
near São Pedro do Sul (   Portugal),"40.76267",-8.06293,1
"near São Sebastião, SC (   Brazil)",-27.15551,-48.92625,1
near Sapotito (   Mexico),"20.13785",-100.53967,1
near Sarab-e Do Rah (   Iran),"33.57592","47.98285",1
near Saransk (   Russia),"54.18945","45.18278",1
near Saratov (   Russia),"51.53183","46.01042",1
near Saravane (   Laos),"15.71455","106.43488",1
