crew_occ,crew_fat,passenger_occ,passenger_fat,ground
0,0,0,0,
,,,,
,,,,
,,,,
1,1,1,1,
,,,,
3,3,4,4,
5,0,17,0,
,,,,
,,,,
7,,3,,1
4,0,0,0,
3,0,2,0,
4,4,0,0,
,,,,
3,0,24,0,
,,,,
1,1,11,1,
,,,,
,0,,0,
,0,,0,
,,,,
,,,,
,,,,
0,0,0,0,
5,0,16,0,
,0,,0,
23,19,0,0,
3,3,23,12,
3,0,5,0,
2,0,0,0,
10,0,0,0,
6,3,10,1,
,0,,0,
2,2,0,0,
7,5,82,42,
4,4,14,14,
3,0,24,0,
6,1,44,8,
2,2,0,0,
6,0,89,0,
2,0,12,3,
,,,,
,,,,
,,,,
4,0,30,0,
6,6,35,35,1
,0,,0,
,,,,
,,,,
7,7,0,0,
8,3,0,0,
8,8,50,37,
,,,,
5,0,0,0,
0,0,0,0,
,0,,0,
,1,,0,
6,0,2,0,
2,2,3,3,
3,3,0,0,
,,,,
,,,,
,,,,
8,8,36,36,
4,4,7,7,
,2,,0,
2,0,5,0,
,,,,
,,,,
,,,,
6,0,0,0,
,,,,
2,0,0,0,
,0,,0,
3,3,0,0,
,0,,0,
8,6,0,0,
,,,,
3,0,7,0,
10,10,5,5,
,,,,
,0,,0,
,,,,
4,1,3,0,
,0,,0,
1,1,0,0,
,,,,
3,0,37,0,
,,,,
,,,,
,0,,0,
,,,,
3,3,0,0,
5,5,42,42,
7,7,38,38,
8,8,91,91,
22,22,0,0,
,0,,0,
3,3,0,0,
,,,,
,,,,
2,2,14,14,
3,3,29,29,
,,,,
2,0,2,0,
2,0,0,0,
2,2,0,0,
,,,,
5,2,62,3,
0,0,0,0,
3,3,0,0,
7,0,55,0,
,,,,
,0,,0,
,0,,0,
4,4,22,4,
3,0,0,0,
,0,,0,
5,1,0,0,
3,3,12,12,
,0,,0,
,,,,
5,0,19,9,
,0,,0,
,,,,
4,4,16,16,
3,0,0,0,
2,0,0,0,
4,4,0,0,
5,0,11,0,
7,7,19,19,
5,5,0,0,
3,3,0,0,
6,4,32,17,2
9,0,0,0,
3,3,0,0,
0,0,0,0,
3,3,0,0,
4,0,0,0,
2,2,2,2,
4,4,0,0,
,,,,
,,,,
3,1,0,0,
0,0,0,0,
3,0,12,0,
0,0,0,0,
4,0,58,0,
0,0,0,0,
,,,,
7,7,3,3,
,0,,0,
,,,,
,,,,
0,0,0,0,
,0,,0,
1,1,5,4,
5,5,9,9,
0,0,0,0,
,,,,
,,,,
5,4,0,0,
,0,,0,
,,,,
5,4,0,0,
9,9,56,52,
4,4,0,0,
3,3,0,0,
8,0,49,1,
3,3,1,1,
,,,,
6,0,16,0,
,,,,
2,1,0,0,
15,0,0,0,
0,0,0,0,
,,,,
,,,,
4,2,2,0,
8,1,0,0,
3,3,4,2,
2,0,0,0,
,,,,
,,,,
,,,,
4,4,20,20,
3,3,0,0,
2,2,0,0,
0,0,0,0,
5,4,0,0,
,,,,
4,0,4,1,
,3,,8,
7,7,12,12,
5,5,21,16,
2,0,0,0,
10,10,0,0,
,,,,
,,,,
,3,,0,
4,4,7,7,
4,4,0,0,
,0,,0,
3,2,0,0,
6,0,11,1,
,,,,
17,17,0,0,
7,7,8,8,
,0,,0,
3,0,0,0,
6,6,17,17,
,1,,0,
3,3,30,30,
3,3,0,0,
4,0,27,0,
4,4,0,0,
,,,,
5,5,1,1,
,,,,
7,4,47,32,
5,0,0,0,
6,6,5,4,
5,1,19,0,
,0,,0,
2,0,7,0,
1,0,0,0,
4,4,24,24,
,0,,0,
5,5,0,0,
8,8,0,0,
10,10,54,54,
,,,,
,0,,0,
10,10,0,0,
,,,,
4,4,30,30,
,,,,
3,3,31,22,
6,6,2,2,
,,,,
5,5,22,22,
,,,,
,,,,
4,0,0,0,
7,4,2,2,
3,0,0,0,
,,,,
4,4,4,4,
3,3,0,0,
,0,,0,
4,0,25,0,
,2,,0,
4,4,2,2,
,0,,0,
4,4,3,3,
,0,,0,
3,3,0,0,4
,,,,
,,,,
,0,,0,
,,,,
,,,,
4,4,0,0,
2,2,0,0,
,0,,0,
5,5,1,1,
3,3,0,0,
5,5,7,7,
,,,,
,,,,
4,0,0,0,2
4,2,14,11,
,,,,
4,4,33,17,
3,3,4,4,
,0,,0,
,,,,
4,0,0,0,
3,3,17,17,
,,,,
6,6,30,30,
,,,,
,,,,
1,1,0,0,
,0,,0,
,,,,
7,0,63,3,
2,0,0,0,
0,0,0,0,
,,,,
4,4,16,13,
3,0,0,0,
9,9,71,71,
,,,,
8,0,88,0,
,,,,
,,,,
13,7,0,0,
5,5,16,16,
3,3,2,2,
6,6,0,0,
,,,,
8,8,0,0,
,,,,
,0,,0,
,0,,0,
,0,,0,
,0,,0,
3,2,0,0,
2,2,2,2,
,,,,
2,2,0,0,
,0,,0,
5,0,0,0,
7,5,0,0,
10,10,0,0,
,,,,
,,,,
3,0,0,0,
,0,,0,
6,6,15,15,
,,,,
,,,,
,,,,
,,,,
,0,,0,
,0,,0,
4,4,11,6,
2,2,5,5,
0,0,0,0,
3,3,0,0,
6,6,11,11,
3,0,11,0,
9,9,0,0,
8,8,0,0,
3,2,25,1,
3,0,19,0,
,0,,0,
2,0,0,0,
7,4,0,0,
,0,,0,
4,4,3,3,
5,5,47,46,
,,,,
,0,,0,
6,0,28,0,
3,3,4,2,
7,6,0,0,
8,8,0,0,
,,,,
10,0,119,0,
6,2,0,0,
,,,,
5,5,13,13,
2,1,30,0,
4,4,0,0,
5,5,0,0,
,,,,
5,0,0,0,
8,5,16,9,
9,4,0,0,
3,3,0,0,
,,,,
,,,,
3,0,0,0,
5,2,7,7,
5,2,68,63,
4,4,27,27,
4,4,16,16,
4,4,20,20,
,,,,
10,7,29,29,
3,3,0,0,
6,6,0,0,
9,0,44,0,
,,,,
,,,,
5,5,12,11,
,,,,
3,3,2,2,
5,0,0,0,
,0,,0,
,,,,
5,0,12,0,
6,,14,,1
5,5,20,20,
5,5,18,18,
7,0,56,0,
,,,,
,0,,0,
,0,12,0,
3,3,25,25,
,0,,0,
,,,,
,,,,
,,,,
,0,,0,
,0,,0,
2,0,7,0,
5,5,25,0,
0,0,0,0,
,0,,0,
4,4,0,0,
4,4,0,0,
4,4,8,8,
,,,,
,0,,0,
,,,,
2,2,14,14,
,,,,
21,0,0,0,
7,0,19,0,
29,1,0,0,
5,5,21,21,
9,0,64,0,
,0,,0,
,,,,
12,12,0,0,
4,4,0,0,
4,4,4,4,
,,,,
6,0,53,0,
9,9,0,0,
3,0,15,1,
2,0,0,0,
,0,,0,
10,9,0,0,
,0,,0,
,,,,
4,4,0,0,
,,,,9
,2,,0,
2,0,3,0,
8,5,0,0,
6,1,38,1,
,,,,
,,,,
5,0,0,0,
3,3,3,3,
,0,,0,
,,,,
,0,,0,
8,8,0,0,
4,4,0,0,
3,2,0,0,
,,,,
,0,,0,
3,0,9,0,
0,0,0,0,
3,0,13,1,
,,,,
4,4,5,5,
6,1,44,1,
2,2,0,0,
3,0,7,0,
,,,,
,,,,
,,,,
2,2,0,0,
4,4,6,6,
7,0,39,0,
4,0,0,0,
7,7,0,0,
,,,,
,,,,
5,0,5,0,
4,0,19,0,
,0,,0,
,0,,0,
2,1,3,2,
5,5,0,0,
5,3,0,0,
4,4,10,10,
,3,0,0,
10,0,33,0,
3,3,29,29,
3,0,,0,1
6,6,28,28,
,1,,0,
5,2,5,5,
,,,,
7,7,0,0,
3,2,0,0,
7,0,0,0,
2,2,0,0,
2,2,0,0,
5,2,5,5,
1,0,4,0,
4,3,0,0,
,0,,0,
6,0,2,0,
5,5,11,11,
6,0,26,0,
3,3,0,0,
3,2,5,5,
4,4,0,0,
,0,,0,
8,4,0,0,
,,,,
,,,,
5,3,0,0,
9,9,59,59,
4,0,36,0,
5,0,67,0,
,,,,
0,0,0,0,
,,,,
,0,56,0,
4,4,0,0,
6,0,38,0,
,,,,
,,,,
3,3,37,8,
,,,,
4,4,0,0,
,0,,0,
5,5,22,19,
5,0,2,0,
,0,,0,
,0,,0,
,,,,
2,0,0,0,
3,0,0,0,
,0,,0,
1,1,0,0,
,,,,
,,,,
,,,,
8,8,32,32,
5,5,24,23,
5,5,25,25,
,,,,
3,3,0,0,
,,,,
2,0,4,2,
4,0,34,0,
3,3,0,0,
2,1,0,0,
,0,,0,
,,,,
,,,,
,0,,0,
4,0,32,0,
3,3,0,0,
3,3,0,0,
,,,,
4,1,0,0,
4,4,1,1,
3,3,0,0,8
,,,,
3,3,24,23,
4,4,0,0,
,,,,
,,,,
3,3,16,16,
4,4,46,46,
,,,,1
3,0,0,0,
3,0,27,0,
4,0,14,0,
,,,,
3,1,17,0,
6,6,36,36,
1,1,9,9,
8,8,25,24,
3,0,39,0,
,0,,0,
8,0,38,0,
7,7,35,35,
3,0,28,0,
5,5,29,29,
,,,,
,,,,
,,,,
8,8,1,1,
2,0,6,0,
2,2,0,0,
0,0,0,0,
0,0,0,0,
,,,,
,,,,
1,0,14,0,
3,3,42,42,
,,,,
,,,,
3,3,0,0,
,,,,
,,,,
6,6,4,4,
,,,,
3,0,48,0,
,,,,
,0,,0,
,,,,
5,0,1,0,
8,8,10,10,
,0,,0,
,0,,0,
6,6,0,0,
,0,,0,
,,,,
,,,,
0,0,0,0,
,0,,0,
4,4,55,55,
5,0,46,0,
3,0,0,0,
,,,,
,,,,
5,1,4,0,
4,0,0,0,
5,5,0,0,
3,0,54,0,
,,,,
6,0,54,0,
3,3,0,0,
4,4,0,0,
4,0,15,0,
,,,,
,0,,0,
3,3,1,1,
6,6,26,26,10
,,,,
3,2,10,4,
,,,,
2,0,0,0,
,0,,0,
,,,,
,0,,0,
,0,,0,
12,12,0,0,
,0,,0,
0,0,0,0,
,,,,
,,,,
2,2,10,10,
2,0,0,0,
,0,,0,
,,,,
,,,,
,,,,
7,3,61,0,
7,0,32,1,
5,5,49,49,
4,0,43,0,
,,,,
3,0,0,0,
0,0,0,0,
2,2,7,7,
12,11,40,23,
6,0,0,0,
,,,,
2,0,2,0,
7,0,0,0,
3,2,0,0,
5,1,0,0,
,,,,
,,,,
5,0,54,0,
6,6,0,0,2
,,,,
3,1,30,2,
6,0,59,0,
12,12,0,0,
14,14,0,0,
,,,,
4,3,42,22,
3,1,8,0,
9,9,0,0,
3,0,0,0,
4,0,0,0,
4,1,14,1,
2,0,2,0,
,,,,
,,,,
7,6,44,31,
6,0,14,0,
,0,,0,
5,5,0,0,
,,,,
6,0,0,0,
3,0,44,0,
2,2,4,4,
7,7,0,0,
3,0,16,0,
3,0,44,0,
,,,,
10,0,14,0,
4,4,0,0,
4,4,24,3,1
7,3,0,0,
,0,,0,
6,6,3,3,
,1,,0,
4,4,0,0,
9,0,23,0,
4,4,25,25,
7,7,28,28,
3,3,40,36,
3,3,33,33,
,,,,
,,,,
2,0,2,0,
3,3,13,13,
6,6,0,0,1
4,4,7,7,
5,0,9,0,
8,8,55,55,
,,,,
4,0,8,0,
,,,,
,1,,5,
6,1,21,0,
7,7,27,27,
8,7,86,73,
,0,,0,
,,,,
4,0,36,0,
3,3,10,10,
6,6,25,25,
7,0,102,0,
,,,,
,,,,
5,5,9,9,
3,0,28,0,
,,,,
3,0,34,1,
,,,,
4,4,1,1,
,,,,
3,0,11,0,
4,4,19,19,
9,0,31,0,
,0,0,0,
3,0,0,0,
,,,,
,,,,
12,0,38,0,
5,5,0,0,
3,0,24,0,
4,0,0,0,
5,5,0,0,
3,3,5,5,
,,,,
7,0,51,1,
11,11,0,0,
3,0,0,0,
,,,,
,0,,0,
5,5,1,1,
4,4,0,0,
3,3,0,0,
5,5,13,13,
,,,,
,,,,
8,0,52,0,
,0,43,0,
3,3,15,5,
9,0,18,0,
,,,,
5,5,39,39,
,,,,
5,3,67,59,
4,0,30,1,
4,4,17,17,
,0,,0,
5,0,44,0,
7,7,0,0,
8,8,23,23,
4,0,15,0,
,,,,
,0,,0,
,,,,
,,,,
,0,,0,
3,3,26,26,
4,4,2,2,
,0,,0,
,,,,
,,,,
0,0,0,0,
4,0,52,0,
5,0,71,0,
2,0,0,0,
,,,,
,0,,0,
8,5,0,0,
6,0,61,0,
,,,,
,,,,
4,0,4,0,
2,0,0,0,
,,,,
,,,,
3,2,45,20,
5,5,0,0,
11,0,95,0,
3,2,0,0,
,0,,0,
0,0,0,0,
,,,,
,,,,
9,4,97,0,
4,4,29,29,
,,,,
,,,,
6,6,25,25,
8,0,63,0,
13,13,4,4,
0,0,0,0,
,,,,
,,,,
6,5,31,26,
8,0,0,0,
4,4,8,8,
7,0,63,0,
,,,,
,,,,
3,3,34,34,
5,5,9,9,
,0,,0,
3,0,0,0,
3,0,1,0,
8,8,0,0,
,,,,
,,,,3
13,0,78,0,
3,2,34,26,
0,0,0,0,
,0,,0,
,,,,
6,6,0,0,
2,2,13,13,
10,10,13,13,
,1,,0,
2,0,25,0,
,,,,
7,7,13,13,32
,,,,
4,4,0,0,
3,3,0,0,
,,,,
,,,,
,0,,0,
,,,,
4,0,14,6,
11,0,109,0,
,,,,
,,,,
4,0,0,0,
4,4,8,8,
2,0,3,0,
11,11,61,61,1
3,0,0,0,
6,6,0,0,
,,,,
,,,,
3,3,22,22,
,0,,0,
6,0,53,0,
,0,,0,
,,,,
6,,22,,
,,,,
9,0,0,0,
5,5,0,0,
4,4,0,0,
,,,,
,,,,
3,3,0,0,
,,,,
,0,,0,
0,0,0,0,
5,5,16,16,
5,0,0,0,
10,2,41,3,2
8,8,64,64,
,,,,
,0,,0,
,,,,
5,5,0,0,
,0,,0,
2,0,27,0,
,,,,
,,,,
,,,,
9,9,69,69,
5,5,0,0,
3,0,0,0,
3,0,0,0,
2,0,7,0,
5,5,5,5,
5,5,21,21,
8,8,0,0,
8,7,0,0,
4,0,24,0,
,0,,0,
,,,,
10,0,36,0,
2,2,0,0,
6,0,0,0,
0,0,0,0,
8,0,89,0,
,,,,
,,,,
0,0,0,0,
8,0,44,0,
2,2,0,0,
2,2,0,0,
,,,,
8,8,0,0,
,,,,
5,0,0,0,
2,0,1,0,
2,2,0,0,
,0,,0,
,,,,
5,2,30,22,
,,,,
,0,,0,
4,4,0,0,
6,3,0,0,
,,,,
,,,,
,,,,
,,,,
3,0,8,0,
5,0,33,0,
3,0,0,0,
6,6,0,0,
,,,,
,,,,
6,6,16,12,
14,14,47,47,
4,0,0,0,
,0,,0,
5,5,73,73,
0,0,0,0,
,,,,
,,,,
2,2,0,0,
2,2,1,1,
3,1,0,0,
5,5,8,8,
6,6,0,0,
,,,,
5,5,1,1,
,,,,
,,,,
8,0,73,0,
3,0,0,0,
,0,,0,
,0,,0,
9,1,85,0,
3,0,0,0,
6,6,0,0,
3,3,36,36,
,,,,
,0,,0,
2,2,0,0,
6,6,71,71,
,,,,
3,3,34,34,
,0,,0,
7,0,115,17,1
,0,,0,
,0,,0,
,,,,
3,1,16,4,
,,,,
3,0,0,0,
3,0,37,0,
5,0,2,1,
,0,,0,
6,6,7,5,
2,2,0,0,
2,1,4,0,
9,0,62,0,
,,,,
7,3,29,17,
,,,,
15,0,26,0,
5,5,11,11,
4,4,23,23,3
3,1,50,2,
4,4,0,0,
,0,,0,
3,3,0,0,
,,,,
,0,,0,
7,7,60,60,
,0,,0,
,0,,0,
9,0,72,0,
,0,,0,
5,0,44,0,
4,4,2,2,
4,0,69,0,
5,5,21,4,
,,,,
,,,,
,,,,
,,,,
5,5,10,10,
,,,,
,,,,
4,4,3,0,
,,,,
0,0,0,0,
,0,,0,
3,3,15,15,
,,,,
,,,,
5,5,32,32,
,,,,
0,0,0,0,
,,,,
0,0,0,0,
,,,,
,,,,
,,,,
6,0,67,0,
8,0,63,0,
,,,,
,,,,
3,2,7,0,
,,,,
0,0,0,0,
,0,,0,
,,,,
3,3,31,31,
,0,,0,
5,5,0,0,
,,,,
,,,,
7,4,3,0,
7,7,11,11,
14,14,0,0,
4,0,50,0,
,,,,
,0,,0,
4,0,12,0,
8,8,0,0,
8,0,37,0,
4,4,11,11,
,,,,
6,6,0,0,
2,0,0,0,
,,,,
3,3,0,0,
3,3,0,0,2
3,3,0,0,
2,0,0,0,
,,,,
3,0,1,0,
5,0,0,0,
,0,,0,
7,7,0,0,
8,8,0,0,
,,,,
4,4,25,24,
4,4,0,0,
3,0,0,0,
,0,,0,
,,,,
,,,,
,,,,
,0,,0,
,,,,
5,0,25,0,
0,0,0,0,
,,,,
4,4,0,0,
,,,,
,0,,0,
14,14,0,0,
4,4,0,0,
,,,,
,,,,
,,,,
,,,,
,,,,
9,7,79,38,
,,,,
9,9,50,50,
,,,,
,,,,
,,,,
2,1,0,0,
,4,,1,
5,5,0,0,
8,8,87,87,
4,4,2,2,
0,0,0,0,
4,0,60,0,
,0,,0,
,0,,0,
,0,,0,
,,,,
,,,,
2,2,0,0,
9,2,110,30,
4,4,18,18,
,,,,
6,6,0,0,
,,,,
,,,,
6,0,36,0,
3,3,0,0,
,0,,0,
11,11,96,96,
,,,,
6,0,10,0,
6,0,0,0,
5,5,6,6,
5,5,5,5,
,,,,
,0,,0,
9,9,85,85,
,0,,0,
,,,,
,,,,
,,,,
2,0,0,0,
,,,,
4,4,0,0,
0,0,0,0,
,0,,0,
,,,,
,,,,
12,12,40,40,
3,0,0,0,
2,2,4,4,
3,3,0,0,
,,,,
,0,,0,
3,2,0,0,
3,2,15,3,1
0,0,0,0,
,0,,0,
4,4,36,36,
,0,52,0,
4,4,10,9,
2,2,0,0,
,,,,
9,9,0,0,
5,5,0,0,
,,,,
,,,,
4,2,3,0,
6,6,0,0,
,,,,
2,2,0,0,
2,0,0,0,
,,,,
3,3,0,0,
10,10,103,103,
,0,,0,
3,3,20,20,
,,,,
3,3,0,0,
5,0,25,0,
,,,,
,,,,
6,0,30,0,
4,4,0,0,
3,0,0,0,
5,0,46,0,
3,3,0,0,
3,3,0,0,
6,0,0,0,
0,0,0,0,
7,0,0,0,
,,,,
,0,,0,1
3,0,0,0,
,0,,0,
10,8,122,122,
,,,,
0,0,0,0,
,,,,
13,13,2,2,
,0,,0,
6,6,7,7,
1,1,1,1,
3,3,8,8,
3,0,0,0,
3,3,15,9,
7,7,0,0,
,,,,
5,0,0,0,
,,,,
,0,,0,
3,3,22,20,
,,,,
4,4,2,1,
5,5,3,3,
13,13,0,0,
,0,0,0,
2,2,0,0,
,,,,
6,6,23,23,
2,0,0,0,3
11,7,29,20,
5,4,0,0,
5,0,6,0,
5,0,33,11,
3,3,0,0,
3,0,13,0,
,,,,
,,,,
5,5,26,26,
4,4,0,0,
3,0,16,0,
2,0,0,0,
,,,,
,,,,
,,,,
8,8,37,37,
4,1,30,0,
4,0,0,0,
3,1,0,0,
,0,,0,
,,,,
3,0,18,15,
3,0,0,0,
6,0,0,0,
2,0,0,0,
3,0,0,0,
3,1,1,0,
6,6,0,0,
,,,,
6,0,2,0,
4,0,0,0,
4,0,10,4,
,,,,
,,,,
4,4,6,6,
4,4,14,14,
,,,,
4,0,28,0,
,,,,
,,,,
,,,,
11,1,94,14,
,,,,
7,0,95,0,
8,8,1,1,
8,5,0,0,
2,0,0,0,
3,0,0,0,
,0,,0,
7,7,79,79,
19,5,0,0,
,,,,
6,0,36,0,
,0,,0,
0,0,0,0,
8,8,76,76,
,,,,
3,0,0,0,
8,8,18,18,
,,,,
4,4,40,40,
9,9,0,0,
,,,,
,0,,0,
,,,,
7,7,74,74,
5,5,0,0,
4,4,13,13,
3,0,0,0,
7,7,0,0,
0,0,0,0,
3,3,0,0,
2,2,0,0,
8,5,68,23,
,,,,
2,2,0,0,
9,0,42,0,
4,1,15,1,
,,,,
,,,,
2,2,2,2,
0,0,0,0,
3,3,4,4,
8,8,13,13,
,,,,
3,3,26,26,
,,,,
,,,,
,,,,
3,0,0,0,
6,4,45,21,
,0,,0,
,,,,
4,4,0,0,
5,5,0,0,
,,,,
3,2,29,10,
2,0,0,0,
3,0,20,0,
,,,,
5,0,67,0,
10,10,0,0,
5,5,0,0,
,0,,0,
4,4,16,16,
4,0,24,9,
2,0,0,0,
4,3,38,10,
10,10,0,0,
,,,,
,,,,
,,,,
6,5,0,0,
1,1,2,2,
5,5,27,27,
3,3,2,2,3
,0,,0,
,,,,
9,9,0,0,
2,2,11,11,
0,0,0,0,
,,,,
3,2,5,2,
,,,,
,,,,
3,3,0,0,
4,4,0,0,
,0,,0,
7,7,0,0,
,0,,1,
,0,,,
,,,,
2,0,14,0,
5,5,6,6,
5,1,40,5,7
3,3,24,24,
9,9,9,9,
,0,,0,
0,0,0,0,
10,10,27,12,
,,,,
4,0,33,0,
,,,,
3,3,22,22,
11,8,43,4,
,,,,
,,,,
3,3,23,21,
14,14,0,0,
,0,,0,
,,,,
3,0,0,0,
7,0,7,3,
,0,,0,
8,8,2,2,
0,0,0,0,
3,3,0,0,
,0,,0,
,,,,
2,0,0,0,
,0,,0,
3,3,0,0,
4,2,0,0,
3,0,39,0,
,,,,
7,0,0,0,
10,1,0,0,
8,8,35,35,
7,0,43,0,
,,,,
0,0,0,0,
,0,,0,
8,7,0,0,
3,0,6,0,
,,,,
12,7,0,0,
3,0,30,0,
5,1,35,0,
4,4,14,14,
5,5,18,18,
2,2,0,0,
0,0,0,0,
12,12,0,0,
5,5,0,0,
,,,,
3,2,0,0,
8,3,0,0,
,,,,
7,7,0,0,2
6,6,95,95,
6,6,7,7,
3,0,6,0,
,0,,0,
5,5,28,28,
0,0,0,0,
,0,,0,
,0,,0,
3,3,5,5,
8,8,59,59,
3,3,11,11,87
3,3,0,0,2
4,0,40,0,
3,3,14,13,
7,7,43,43,
7,0,0,0,
,,,,
13,13,0,0,
,0,,0,
,,,,
,,,,
,1,,0,
0,0,0,0,
,0,,0,
4,4,8,8,
,,,,
,0,,0,
2,1,0,0,
,0,,0,
5,4,45,33,
,,,,
,,,,
3,3,14,14,
,,,,
3,3,5,5,
3,3,36,36,
5,5,4,4,
2,0,9,9,
,,,,
3,0,0,0,
2,0,0,0,
6,0,64,0,
6,6,0,0,
6,6,14,13,
,,,,
4,4,0,0,
,,,,
1,1,0,0,
5,5,42,33,
,0,,0,
8,8,55,55,
1,0,13,0,
5,5,0,0,
1,1,0,0,
2,0,2,0,
,,,,
,0,,0,
,0,,0,
,,,,
8,0,94,16,
9,9,0,0,
4,4,30,30,
,,,,
,0,,0,
,,,,
2,0,0,0,
,0,,0,
,,,,
4,4,27,27,
7,2,0,0,
2,0,0,0,
3,3,0,0,
2,1,0,0,
0,0,0,0,
,0,,0,
,,,,
4,4,8,2,
8,8,27,25,
0,0,0,0,
3,3,26,26,
,,,,
,,,,
,,,,
0,0,0,0,
,0,,0,
3,2,40,5,
,,,,
,,,,
,,,,
3,0,0,0,
,,,,
0,0,0,0,
,,,,
4,2,11,8,
,0,,0,
5,5,27,27,
,,,,
,,,,
2,0,14,1,
,,,,
,,,,
,0,,0,
7,7,48,48,
,,,,
4,4,36,36,
4,4,2,2,
0,0,0,0,
4,1,0,0,
,,,,
4,4,6,6,
7,0,89,0,
,,,,
3,3,0,0,
3,3,0,0,
,,,,
3,2,15,13,
14,14,0,0,
,0,,0,
4,0,0,0,
5,4,0,0,
,,,,
5,5,15,15,
5,5,13,13,
8,8,73,73,
5,4,16,0,
3,0,11,0,
,,,,
,,,,
,,,,
3,0,1,0,
2,0,0,0,
7,7,0,0,
,0,21,0,
10,10,0,0,
,,,,
0,0,0,0,
,,,,
,0,,0,
,0,,0,
,,,,
,,,,
7,0,45,0,
4,4,1,1,
3,0,14,0,
,,,,
,,,,
6,6,17,17,
3,0,1,0,
6,6,0,0,
1,1,2,2,
6,1,0,0,
0,0,0,0,
5,0,42,0,
8,8,0,0,
2,0,0,0,
0,0,0,0,
2,2,1,1,
7,7,51,51,
3,3,9,9,
,,,,
,,,,
5,0,40,0,
3,2,22,20,
,,,,
8,8,75,75,
10,0,42,0,
3,0,20,0,
4,0,30,0,
3,3,0,0,
5,0,48,0,
,,,,
,,,,
3,3,25,25,
4,4,0,0,
8,8,1,1,
,,,,
3,3,0,0,
3,1,0,0,
3,2,0,0,
,,,,
,0,,0,
1,0,0,0,
3,0,0,0,
,0,,0,1
3,3,29,28,
,,,,
5,5,0,0,
5,,6,,
,,,,
,,,,
,,,,
3,3,28,27,
3,2,0,0,
,0,,0,
3,2,22,0,
7,0,90,0,
8,0,54,0,
3,3,0,0,
,,,,
5,5,17,17,
0,0,0,0,1
10,0,0,0,
,0,,0,
,,,,
5,5,8,8,
,,,,
9,0,136,0,
10,10,0,0,
2,1,7,2,
2,2,0,0,
3,,26,,
0,0,0,0,
9,0,5,0,
,,,,
5,5,0,0,
8,0,60,0,
3,0,4,0,
3,3,0,0,
,,,,
,0,,0,
,0,0,0,
4,0,0,0,
5,0,0,0,
3,3,41,41,
9,0,113,0,
,0,,0,
6,6,0,0,
4,0,37,2,
3,3,2,2,
3,0,15,0,
6,0,0,0,
,0,,0,
4,4,11,11,
,0,,0,
4,4,20,20,
8,8,31,31,
1,1,10,10,
,,,,
7,7,42,42,
,0,,0,
4,0,59,0,
5,2,37,18,
3,3,1,1,
2,0,0,0,
2,0,0,0,
,0,,0,
4,0,7,0,
0,0,0,0,
,,,,
2,1,1,0,
,,,,
,0,,0,
2,0,0,0,
,,,,
3,3,20,20,
0,0,0,0,
3,3,6,6,
5,5,40,40,
4,4,0,0,
6,6,0,0,
10,0,54,0,
,,,,
7,0,50,0,
,,,,
10,10,0,0,
3,0,41,0,
,0,,0,
4,1,1,1,
0,0,0,0,
4,1,7,0,
3,1,22,0,
2,1,0,0,
8,8,47,47,
,,,,
4,0,22,0,
,,,,
5,5,52,52,
,,,,
7,7,0,0,
,,,,
2,2,0,0,
,0,,0,
0,0,0,0,
,0,,0,
10,5,74,74,1
2,2,7,7,
7,6,42,40,
3,0,25,1,
,,,,
8,3,0,0,
14,0,89,0,
4,0,0,0,
,,,,
4,1,0,0,
,0,,0,
3,0,22,0,
13,13,0,0,
,,,,
0,0,0,0,
,,,,
,0,,0,
,0,,0,
,,,,
,0,,0,
,0,,0,
,,,,
0,0,0,0,
3,0,13,0,
2,2,0,0,
1,0,1,1,
0,0,0,0,
,,,,
,1,,0,
,,,,
4,0,22,0,
10,10,0,0,
,0,,0,
5,4,11,4,
0,0,0,0,
,,,,
,,,,
,,,,2
,,,,
5,0,0,0,
2,2,3,3,
3,3,0,0,
3,0,5,0,
0,0,0,0,
,,,,
2,2,0,0,
0,0,0,0,
0,0,0,0,
7,1,0,0,
2,2,0,0,
2,0,0,0,
4,4,0,0,
,,,,
0,0,0,0,
2,2,0,0,
5,0,71,0,
,,,,
7,7,73,73,
2,2,0,0,
3,0,2,0,
,0,,0,
6,6,16,16,
2,2,2,2,
2,2,0,0,
5,5,0,0,
2,0,2,0,
,,,,
,0,,0,
,0,,0,
5,5,34,34,
5,0,52,0,
9,9,84,78,
2,0,2,0,
,,,,
3,1,0,0,
3,0,32,0,
0,0,0,0,
,,,,
,,,,
,0,,0,
,,,,
1,1,3,3,
,,,,
10,10,0,0,
2,0,0,0,
8,8,33,33,
,0,,0,
12,12,0,0,
,0,,0,
2,2,0,0,
8,8,0,0,
3,1,20,0,
,0,,0,
8,0,89,0,
,0,,0,
5,5,0,0,
,0,,0,
12,12,0,0,
4,0,0,0,
,0,,0,
,5,,0,
,0,,0,
8,0,87,0,
8,8,0,0,
,0,,0,
,0,,0,
4,4,49,49,
,,,,
4,4,1,0,
,0,,0,
,,,,
3,3,0,0,
2,2,0,0,
3,2,4,2,
,0,,0,
3,3,0,0,
3,3,0,0,
3,0,0,0,
10,10,0,0,
,,,,
,0,,0,
3,3,26,26,
,,,,
5,5,1,1,
,0,,0,
,0,,0,
5,5,0,0,
2,0,0,0,
,,,,
2,2,0,0,
6,6,0,0,
,,,,
4,2,25,6,
0,0,0,0,
5,5,79,79,
