crew_occ,crew_fat,passenger_occ,passenger_fat,ground
2,0,0,0,
5,0,126,0,
14,0,236,0,
1,1,0,0,
4,0,23,0,
3,0,49,0,
3,1,0,0,
,0,,0,
1,1,0,0,
7,0,157,0,
1,0,0,0,
20,0,30,0,
,0,,0,
2,0,8,0,
2,2,0,0,
5,0,72,0,
8,0,71,0,
,,,,
2,2,4,4,
3,0,37,0,
2,0,0,0,
6,6,108,108,
0,0,0,0,
,0,,0,
,0,,0,
,0,,0,
2,0,0,0,
0,0,0,0,
2,0,8,0,
2,2,1,1,
8,1,0,0,
2,0,2,0,
2,2,7,7,
2,0,19,0,
6,6,181,181,12
,0,,0,
2,0,15,0,
1,0,0,0,
4,0,154,0,
,0,,0,
,0,,0,
,0,,0,
,0,,0,
2,0,3,0,
2,0,5,0,
1,0,0,0,
3,0,48,0,
7,7,0,0,
2,0,0,0,
2,1,7,6,
3,0,1,0,
1,1,4,2,
11,0,273,0,
3,3,17,10,
2,2,1,1,
4,4,0,0,49
4,0,21,0,
2,0,1,0,
20,0,185,0,
2,0,13,0,
,0,,0,
,0,,0,
,0,,0,
,0,,1,
2,2,0,0,
,0,,0,
4,0,5,0,
,0,,4,
3,3,0,0,7
1,0,3,0,
4,0,2,0,
4,0,9,0,
,0,,1,
3,0,37,0,
5,0,152,0,
,0,,0,
1,1,1,1,
3,3,20,12,
,,,,
1,0,0,0,
2,1,0,0,
6,0,54,0,
2,0,0,0,
6,6,16,16,
10,10,19,19,
2,0,0,0,
2,0,13,0,
6,0,178,0,
2,0,0,0,
,0,,0,
3,0,0,0,
1,1,1,0,1
4,0,9,0,
11,0,14,0,
,,,,
1,1,0,0,
6,0,3,1,
4,0,62,0,
1,1,8,1,
,0,,0,
4,0,49,0,
2,0,2,0,
,0,,0,
3,0,50,0,
1,0,5,0,
7,1,71,4,1
2,0,6,0,
1,0,0,0,
8,0,157,0,
4,0,0,0,
1,0,0,0,
2,0,3,1,
2,0,8,0,
,,,,
2,0,0,0,
2,2,0,0,
,0,,0,
1,0,8,0,
4,0,0,0,2
7,0,156,0,
2,0,8,0,
2,0,0,0,
2,0,2,0,
5,5,3,3,
5,0,88,0,
4,0,0,0,
6,0,148,0,
0,0,0,0,
,0,,0,
2,0,0,0,
2,2,0,0,
7,7,141,141,
,,,,
5,0,116,0,
2,2,0,0,
1,1,19,19,
5,0,55,0,
5,4,17,17,28
,,,,
4,0,68,0,
2,0,8,0,
0,0,0,0,
2,1,0,0,
1,0,11,0,
1,1,1,1,
5,0,0,0,
2,0,4,0,
5,0,138,0,
4,0,48,0,
0,0,0,0,
5,2,0,0,
3,3,12,11,
8,0,114,0,
,0,,0,
4,4,16,16,
,,,,
2,2,0,0,
6,0,117,0,
,0,,0,
11,0,114,0,
2,0,0,0,
,0,,0,
2,2,0,0,
4,0,40,0,
1,0,0,0,
,0,,0,
5,0,140,0,
2,0,6,0,
8,0,105,0,
2,2,0,0,
4,0,37,0,
2,2,12,12,
6,0,103,0,
3,0,31,0,
1,0,1,0,
1,1,3,1,
8,0,145,1,
,0,,0,
7,7,0,0,
2,2,0,0,6
2,0,0,0,
,0,,0,
,0,,0,
9,0,0,0,
3,0,10,0,
0,0,0,0,
3,1,4,0,
4,0,9,0,
,0,,0,
2,0,2,0,
2,2,3,3,2
3,0,0,0,
5,0,89,0,
3,0,18,0,
,0,,0,
,0,,0,
,0,,0,
2,2,11,11,
,0,,0,
3,0,15,0,1
2,0,0,0,
1,0,0,0,
3,1,1,0,
,0,,0,
3,3,43,43,
2,0,18,0,
15,15,509,505,
2,0,0,0,
6,0,106,0,
2,1,0,0,
0,0,0,0,
5,0,46,0,
,0,,0,
2,0,0,0,
,0,,0,
6,0,175,0,
,0,,0,
1,0,14,0,
3,0,0,0,
2,0,5,0,
6,0,141,0,
11,8,152,126,1
7,5,0,0,
2,0,8,0,
1,0,8,0,
5,5,0,0,
3,3,0,0,
2,2,17,17,
3,0,32,0,
1,0,0,0,
,0,,0,
2,0,0,0,
7,0,0,0,
8,8,0,0,
0,0,0,0,
6,0,67,0,
3,3,6,6,7
,0,,0,
6,0,171,0,
4,0,43,0,
,0,,0,
19,0,307,0,
,0,,0,
17,0,265,0,
5,0,76,0,
,0,,0,
8,0,86,3,37
,0,,0,
,0,,0,
1,1,16,16,
,0,,0,
2,0,2,0,
,0,,0,
8,7,0,0,
2,2,5,5,
2,0,0,0,
9,0,0,0,
,0,,0,
1,1,0,0,
1,0,1,0,
5,0,0,0,
2,0,1,0,
,0,,0,
2,0,0,0,
6,0,122,0,
0,0,0,0,
,0,,0,
1,0,4,0,
12,0,303,0,
2,0,0,0,
2,0,7,0,
,0,,0,
1,1,9,1,
1,0,0,0,
8,0,0,0,2
9,0,219,0,
1,0,6,0,
,0,,0,
2,1,0,0,
2,0,11,0,
6,6,166,148,
2,0,1,0,
2,2,0,0,
,0,,0,
0,0,0,0,
,,,,
5,0,32,0,
0,0,0,0,
2,2,3,3,
2,2,0,0,
2,0,0,0,
1,1,9,0,
6,1,118,2,2
0,0,0,0,
2,0,0,0,
,0,,0,
2,0,2,0,
,,,,
3,3,0,0,
11,1,203,29,
3,0,0,0,
1,0,0,0,
8,0,159,0,
1,0,0,0,
3,3,0,0,
2,2,19,19,
9,0,103,0,
2,0,0,0,
1,0,0,0,
,0,,0,
5,0,150,0,
2,1,14,0,
,0,,0,
,0,0,0,
1,1,8,8,
19,0,346,0,
2,2,6,6,
3,0,14,0,
,0,,0,
0,0,0,0,
7,0,114,0,
4,0,0,0,
5,0,110,0,
1,0,1,0,
2,0,3,0,
7,0,95,0,
3,3,0,0,
1,1,0,0,
2,2,0,0,
1,0,7,0,
8,0,106,0,
4,0,1,0,
1,0,14,0,
4,4,0,0,
,0,,0,
8,8,159,159,
4,3,0,0,
2,0,0,0,
,0,0,0,
2,0,0,0,
3,0,0,0,
3,0,26,0,
2,1,0,0,
1,1,0,0,
9,9,2,2,
2,2,4,2,
2,0,2,0,
5,0,62,0,
,0,,0,
3,0,10,0,
1,1,0,0,
2,0,0,0,
,0,0,0,
1,0,4,0,
5,0,26,0,
6,0,116,0,
2,2,15,15,
6,0,138,0,
2,0,0,0,
2,0,3,0,
1,1,9,9,
2,2,12,9,
2,0,2,0,
3,2,16,16,
,0,,0,
3,0,18,0,
6,0,0,0,
2,0,0,0,
,0,,0,
2,0,0,0,
,0,,0,
5,5,0,0,
,0,,0,
2,0,10,0,
4,1,68,0,
1,0,5,0,
2,0,0,0,
,0,0,0,
2,0,8,0,
2,0,0,0,
6,0,163,0,
2,0,0,0,
2,0,12,0,
7,0,156,0,
2,2,0,0,
7,4,0,0,
2,0,5,0,
2,0,0,0,
5,1,0,0,
2,2,0,0,
1,0,5,0,
,0,,0,
2,0,2,0,
4,0,1,0,
3,0,1,0,
5,0,89,0,
1,1,11,11,
2,0,2,0,
5,5,0,0,
,0,,0,
2,0,2,0,
,0,27,0,
2,0,0,0,
,0,,0,
2,0,12,0,
2,0,0,0,
5,5,44,44,1
5,0,22,0,
5,5,0,0,
6,6,18,18,
7,0,47,0,
2,0,3,0,
7,7,0,0,
2,2,4,4,
,,,,
3,0,3,0,
,0,,0,
0,0,0,0,
2,0,2,0,
18,0,257,0,
3,0,15,0,
2,0,10,1,
,0,,0,
2,2,0,0,
2,2,1,0,
,0,,0,
12,12,39,38,
1,0,14,0,
4,0,48,0,
7,4,128,5,
6,0,62,0,
7,0,147,0,
12,12,216,216,
,,,,
,,,,
2,0,1,0,
,0,,0,
4,4,7,7,
,0,,0,
,0,,0,
9,0,0,0,
3,2,16,7,
,,,,
2,2,5,5,
5,0,67,0,
,0,,0,
6,0,166,0,
3,0,0,0,
5,0,0,0,
10,0,210,0,
,0,,0,
,0,,0,
1,0,0,0,
3,3,2,2,2
6,6,0,0,
5,0,126,0,
,0,,0,
1,0,21,0,
,0,,0,
3,0,4,0,
,0,,0,
5,0,28,0,
11,11,142,141,
2,0,0,0,
,,,,
,,,,
3,3,1,1,
4,0,0,0,
4,0,0,0,
2,2,5,5,
12,0,168,0,
2,0,0,0,
,,,,
8,0,108,0,
6,0,147,0,
1,0,10,0,
7,0,0,0,
2,0,0,0,
1,1,0,0,
7,7,0,0,
4,0,0,0,
1,0,1,0,
3,3,12,12,
4,0,43,0,
,0,,0,
,,,,
3,0,0,0,
1,0,5,0,
12,0,157,0,
2,0,0,0,
,,,,
4,3,0,0,
,0,,0,
2,0,16,0,
3,3,1,1,
2,0,1,0,
6,6,38,38,
2,0,2,0,
,0,0,0,
0,0,0,0,
4,0,38,0,
1,0,7,0,
,,,,
,,,,
2,2,1,1,
3,1,0,0,
14,,98,,2
,0,,0,
5,5,1,1,
32,0,0,0,
,0,,0,
2,2,12,12,
0,0,0,0,
3,0,0,0,
2,0,2,0,
2,0,0,0,
3,3,0,0,
12,12,156,156,
3,,6,,
7,0,103,0,
2,2,4,0,
7,7,6,6,
7,0,87,0,
1,1,9,0,
,0,,0,
7,7,0,0,
,,,,
,,,,
9,0,172,0,
,0,,0,
3,1,0,0,
1,0,2,0,
2,0,11,0,
4,,7,,
2,0,1,0,
2,0,0,0,
1,1,3,2,
3,0,0,0,
1,0,9,0,
1,0,0,0,
1,0,5,0,
4,0,8,0,
2,1,0,0,
5,0,0,0,
3,3,2,2,
,0,,0,
,0,,0,
3,0,6,0,
5,0,0,0,
2,2,0,0,
3,0,32,0,
,0,,0,
4,4,0,0,
,0,,0,
4,0,11,1,
2,2,9,9,
2,0,13,0,
,0,,0,
5,0,73,0,
4,0,37,0,1
2,2,8,8,
,0,83,0,
3,3,3,3,
,0,,0,
3,3,0,0,
2,0,0,0,
2,0,2,0,
,0,,0,
,0,,0,
6,0,0,0,
2,0,0,0,
3,0,0,0,
3,0,34,0,
2,0,8,0,
,0,,0,
1,1,0,0,
9,0,138,0,
2,2,19,16,
,0,,0,
,0,,0,
2,2,2,0,
8,0,0,0,
,0,,0,
,0,,0,
19,19,140,140,
1,0,3,0,
0,0,0,0,
2,0,19,0,
0,0,0,0,
6,0,0,0,
7,7,4,4,
2,0,1,0,
2,0,0,0,
0,0,0,0,
4,0,18,0,
,0,0,0,
1,0,0,0,
2,0,0,0,
1,0,0,0,
,,,,
2,0,0,0,
4,0,92,0,
3,0,36,0,
13,0,157,0,
2,0,1,0,
11,0,278,0,
0,0,0,0,
2,2,15,15,
7,3,0,0,
1,0,5,0,
1,0,7,0,
2,0,4,0,
2,0,0,0,
11,11,104,104,
8,1,76,8,
6,0,102,0,
1,0,0,0,
2,0,16,0,
,,,,
2,0,1,0,
0,0,0,0,
5,0,48,0,
0,0,0,0,
0,0,0,0,
3,3,33,33,
,0,,0,
2,2,6,6,1
6,0,127,0,
2,0,10,0,
,0,,0,
4,0,5,0,
0,0,0,0,
4,0,0,0,
2,0,0,0,
4,4,0,0,
2,,9,,
2,2,19,19,
,0,,0,
6,3,0,0,
3,0,0,0,
3,0,38,0,
3,3,20,20,
0,0,0,0,
2,0,4,0,
6,6,146,146,
1,1,8,4,
,,,,
2,0,0,0,
2,2,0,0,
2,0,0,0,
5,0,1,0,
,0,,0,
2,0,2,0,
5,0,47,0,
2,0,0,0,
5,0,37,0,
,0,,0,
3,0,0,0,
2,2,0,0,
1,0,2,0,
2,0,1,0,
2,0,0,0,
5,0,33,0,
7,0,45,0,
2,2,7,7,
5,5,0,0,2
3,3,18,17,
3,0,1,0,
7,0,38,0,
2,0,0,0,
8,0,119,0,
2,0,2,0,
3,2,0,0,
5,1,90,0,
3,0,25,0,
6,6,160,152,
2,2,9,9,
4,0,0,0,
3,0,35,0,
16,16,274,274,
6,6,0,0,
12,0,258,0,
6,0,145,0,
4,4,0,0,
2,2,1,1,
,0,,0,
2,2,18,18,
2,0,0,0,
2,0,7,0,
6,0,0,0,
4,,47,,
2,0,4,0,
2,2,6,6,
2,1,3,3,
2,2,0,0,
2,0,0,0,
6,6,2,2,3
8,0,163,2,
8,8,0,0,
3,0,0,0,
3,0,33,0,
3,0,2,0,
4,4,10,8,
,0,,0,
,,,,
1,1,5,5,
2,0,3,0,
2,0,0,0,
2,2,6,6,
0,0,0,0,
8,8,0,0,
2,0,1,0,
1,0,9,0,
2,0,0,0,
6,0,179,0,
2,2,0,0,
,,,,
,,,,
5,5,0,0,
5,0,0,0,
,0,,0,
5,,91,,
3,0,5,0,
4,4,0,0,
1,0,8,0,
7,0,1,0,
22,0,0,0,
3,0,0,0,
3,3,0,0,
2,2,1,1,
9,0,72,0,
5,5,0,0,
,0,,0,
7,0,103,0,
0,0,0,0,
6,0,123,0,
0,0,0,0,
7,0,121,0,
6,0,91,0,
2,2,0,0,
12,12,0,0,
4,0,0,0,
3,0,1,0,
,0,,0,
2,2,2,2,
1,0,6,0,
3,0,6,0,
2,0,4,0,
2,2,3,3,
1,0,2,0,
2,0,4,0,
2,2,10,4,
2,1,8,0,
6,0,56,0,
,0,,0,
,,,,
3,0,31,0,
4,0,0,0,
2,0,17,0,
2,2,0,0,
3,0,0,0,
2,2,0,0,
6,0,116,0,
,0,,0,
,0,,0,
0,0,0,0,
6,6,0,0,
0,0,0,0,
1,0,9,0,
4,0,0,0,
7,7,45,26,
,0,,0,
2,0,1,0,
,0,,0,
,0,,0,
2,0,1,0,
2,0,0,0,
2,0,0,0,
0,0,0,0,
5,0,12,0,
2,2,0,0,
8,2,10,7,
6,0,0,0,
,0,,0,
2,2,3,3,
5,0,160,0,
2,0,2,0,
2,0,6,0,
6,0,0,0,
9,9,2,2,
0,0,0,0,
7,0,32,0,
2,0,0,0,
17,0,260,0,
3,0,0,0,
,0,,0,
0,0,0,0,
3,3,19,19,
,0,,0,
0,0,0,0,
2,0,13,0,
18,0,337,9,
2,2,1,1,
2,2,0,0,
1,0,0,0,
0,0,0,0,
4,4,5,5,14
2,0,1,0,
3,3,19,19,
,0,,0,
,0,,0,
,,,,
6,6,0,0,
,0,,0,
4,0,47,0,
1,0,2,0,
5,0,117,0,
4,3,65,21,
,0,,0,
0,0,0,0,
0,0,0,0,
,0,,0,
,0,0,0,
4,0,0,0,
,0,,0,
3,3,19,19,
9,8,96,70,
0,0,0,0,
5,0,21,0,
2,0,12,0,
0,0,0,0,
3,3,4,4,
2,0,0,0,
,0,,0,
1,0,2,0,
,0,,0,
2,0,16,0,
2,0,2,0,
2,0,0,0,
0,0,0,0,
1,0,6,0,
4,0,30,0,
9,8,43,39,
9,9,178,167,
0,0,0,0,
1,1,0,0,
4,0,33,0,
2,0,4,0,
,,,,
2,2,2,2,
4,4,0,0,
1,0,7,0,
1,0,0,0,
1,0,4,0,
2,0,11,0,
9,9,71,71,
1,1,5,4,
1,0,0,0,
2,2,0,0,
4,4,17,17,
2,0,0,0,
4,0,21,0,
6,6,53,53,
0,0,0,0,
1,0,0,0,
4,0,33,7,
2,0,0,0,
10,0,307,0,
,0,,0,
2,0,20,6,
11,1,285,110,
0,0,0,0,
2,0,2,0,
1,0,1,0,
4,4,11,8,
4,4,0,0,
7,0,92,0,
,0,,0,
2,0,5,0,
,0,,0,
1,1,0,0,
1,1,11,7,
3,0,4,0,
0,0,0,0,
6,0,137,0,
1,0,1,0,
9,9,0,0,
7,5,108,72,
4,0,0,0,
2,0,0,0,
3,0,35,0,
1,1,1,0,
8,7,37,37,
2,2,4,4,
2,0,8,0,
3,3,19,19,
0,0,0,0,
2,2,5,5,
7,0,125,0,
0,0,0,0,
2,2,7,0,
11,11,115,115,24
0,0,0,0,
3,0,27,0,
0,0,0,0,
2,2,16,16,
1,1,0,0,
5,5,50,50,
1,0,0,0,
0,0,0,0,
,0,,0,
2,2,7,6,
2,2,0,0,
0,0,0,0,
1,0,0,0,
4,0,32,0,
2,0,5,2,
3,0,9,0,
10,0,204,0,
2,2,1,1,
6,0,144,0,
6,0,48,13,
1,0,0,0,
4,0,19,17,
,0,,0,
3,0,9,0,
4,0,88,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
,0,,0,
0,0,0,0,
0,0,0,0,
5,5,0,0,
3,3,16,16,
2,2,3,1,
1,1,2,0,
6,0,57,2,
,,,,
,0,,0,
3,0,4,0,
3,0,27,0,
2,2,3,3,
7,0,67,0,
2,2,10,2,2
6,6,121,121,
6,0,156,0,
,0,,0,
6,0,131,0,
5,0,50,0,
6,0,82,0,
2,0,0,0,
14,14,156,156,
0,0,0,0,
2,0,2,0,
,0,,0,
3,0,9,0,
2,0,12,0,
4,0,31,0,
1,1,0,0,
4,0,0,0,
1,0,1,0,
3,0,16,0,
5,0,16,0,
3,2,18,13,
,0,,0,
1,1,12,12,
3,0,19,0,
5,0,86,0,
3,0,0,0,
3,0,8,0,
4,0,35,0,
,0,,0,
2,0,33,0,
3,3,1,0,
,,,,
2,0,4,0,
,0,,0,
,0,,0,
2,1,0,0,
1,0,0,0,
2,0,0,0,
2,0,10,3,
6,0,142,0,
1,1,4,4,
11,0,220,0,
6,0,160,0,
,0,,0,
,0,,0,
0,0,0,0,
7,0,135,0,
,0,,0,
7,0,8,0,
,,,,
5,0,114,0,
2,0,6,0,
4,0,58,0,
2,0,0,0,
2,0,0,0,
6,0,172,0,
,0,,0,
0,0,0,0,
8,0,155,0,
,0,,0,
3,1,38,0,2
9,0,0,0,
7,7,0,0,4
2,0,0,0,
8,8,0,0,
3,0,0,0,
4,0,50,0,
9,0,92,2,
1,0,0,0,
2,0,4,0,
0,0,0,0,
3,3,20,20,
,0,,0,
4,4,41,41,
3,0,6,0,
4,0,53,0,
4,0,42,0,
4,0,68,0,
2,0,0,0,
2,0,6,0,
3,3,0,0,
3,0,18,0,
3,0,40,0,
6,0,115,0,
2,0,9,0,
1,0,3,0,
3,3,3,3,
7,0,26,0,
,0,,0,
0,0,0,0,
0,0,0,0,
3,0,3,0,
6,6,26,26,
2,2,5,5,
3,3,16,16,
2,2,2,2,
2,0,0,0,
2,0,2,0,
3,0,0,0,
2,1,0,0,
2,1,2,1,
,0,,0,
4,0,0,0,12
3,0,32,0,
5,0,103,0,
3,0,15,0,
1,1,0,0,
4,0,3,0,
2,2,6,6,
6,0,104,0,
7,0,189,0,
1,1,7,0,
2,0,0,0,
2,0,7,1,
3,0,0,0,
3,0,14,0,
2,2,5,5,
,0,,0,
3,0,0,0,
,0,,0,
,0,0,0,
2,0,1,0,
2,0,1,0,
2,2,12,8,
10,10,0,0,
6,0,0,0,
6,0,81,0,
3,0,0,0,
1,0,4,0,
2,1,18,4,
2,2,11,2,
1,0,0,0,
1,1,1,1,
10,0,183,0,
1,0,1,0,
2,0,0,0,
1,1,0,0,
,0,,0,
7,0,174,0,
8,0,44,5,
0,0,0,0,1
3,0,50,0,
1,0,0,0,
,0,,0,
5,0,0,0,
5,0,0,0,
2,0,10,0,
6,,16,,
2,0,7,0,
,0,,0,
2,0,0,0,
3,2,39,20,
6,0,70,0,
3,0,0,0,
2,0,1,0,
,0,,0,
,0,,0,
2,0,0,0,
1,1,3,2,
2,0,0,0,
6,6,5,5,
1,0,8,0,
0,0,0,0,
,,,,
6,6,1,1,25
,0,,0,
2,2,2,0,
0,0,0,0,
7,0,101,0,
6,0,65,0,
,0,,0,
2,2,7,7,
2,0,0,0,
,,,,
7,7,20,20,
2,0,10,0,
4,0,25,0,
0,0,0,0,
8,0,117,0,
2,0,1,0,
4,4,0,0,
,0,,0,
3,0,21,0,
6,6,0,0,
11,0,128,0,
,0,,0,
1,1,2,1,
1,0,12,0,
3,0,0,0,
,0,,0,
8,5,0,0,
2,0,0,0,
3,3,0,0,
0,0,0,0,
2,1,1,1,
4,0,51,0,
,0,,0,
2,2,10,10,
2,0,0,0,
1,0,2,0,
2,0,5,5,
2,0,0,0,
1,1,0,0,
2,2,0,0,
,0,,0,
5,0,0,0,
,0,,0,
3,0,30,0,
1,0,0,0,
6,0,165,0,
6,0,165,0,
1,0,7,0,
8,0,75,0,
2,2,4,4,
2,0,16,0,
6,0,142,0,
3,0,21,0,
2,0,8,0,
2,0,12,0,
2,0,4,0,
2,1,0,0,
2,2,0,0,
2,0,0,0,
7,7,3,3,
3,3,0,0,
2,0,18,0,
1,0,0,0,
3,0,31,0,
7,0,0,0,
1,0,,0,
11,0,2,0,
16,0,291,3,
,0,,0,
6,0,172,0,
1,0,0,0,
6,0,168,0,
,,,,
,0,,0,
14,0,308,0,
2,1,3,0,
2,2,0,0,
8,0,146,0,
1,0,0,0,
6,0,95,0,
2,2,1,1,
1,0,0,0,
0,0,0,0,
2,0,1,0,
5,0,75,0,
2,0,9,0,
0,0,0,0,
,0,,0,
2,0,10,0,
1,1,0,0,
4,0,46,0,
5,0,145,0,
2,0,0,0,
12,12,227,227,
6,6,27,27,
3,0,0,0,
3,0,0,0,
1,1,0,0,
2,0,5,0,
7,0,149,0,
0,0,0,0,
,,,,
5,0,45,0,
2,0,2,0,
1,1,9,9,
4,1,40,7,
,0,,0,
2,2,10,10,
0,0,0,0,
2,0,2,0,
,0,,0,
12,0,131,0,
2,0,5,0,
2,0,4,0,
7,5,13,11,
2,2,2,2,
2,0,1,0,
3,1,0,0,
2,0,8,0,
2,2,2,0,
1,0,11,0,
2,0,9,0,
6,4,0,0,
2,0,3,0,
6,0,164,0,
2,0,0,0,
1,0,4,0,
2,0,0,0,
2,0,9,0,
2,2,0,0,
2,2,5,3,
3,0,0,0,
5,0,87,0,
7,0,68,0,
1,0,0,0,
5,0,50,0,
,0,,0,
1,1,3,3,
2,1,14,1,
5,5,40,40,
5,0,44,0,
2,0,4,4,
1,1,0,0,
2,0,1,0,
,0,0,0,
1,0,0,0,
,0,,0,
4,0,60,0,
2,2,2,2,
2,0,0,0,
6,6,42,34,
,0,,0,
10,4,0,0,
,0,,0,
2,0,1,0,
1,1,0,0,
3,0,0,0,
2,0,0,0,
,0,,0,
17,0,185,0,
5,5,44,44,
2,0,10,0,
2,0,5,0,
1,1,0,0,
6,6,44,44,
3,0,6,0,
2,0,13,0,
4,0,7,0,
7,0,220,0,
2,1,1,0,
14,0,288,0,
1,1,1,1,
2,0,16,8,
5,0,96,0,
1,0,4,0,
2,2,0,0,
1,0,6,0,
1,0,1,0,
0,0,0,0,
,0,,0,
,0,,0,
1,1,4,4,
,0,,0,
1,1,9,3,
11,0,192,0,
1,1,0,0,
2,0,0,0,
2,0,0,0,
5,0,44,0,
1,0,4,0,
1,1,1,1,
6,0,0,0,
2,0,3,0,
,0,,0,
0,0,0,0,
2,0,1,0,
2,0,8,0,
6,0,174,0,
3,3,0,0,
6,0,173,0,
4,4,6,6,
0,0,0,0,
3,3,4,4,
,0,,0,
1,1,13,13,
4,4,54,44,
,0,,0,
3,0,0,0,
4,4,0,0,
3,0,25,0,
,0,,0,
14,0,18,0,
4,4,0,0,
2,0,7,0,
0,0,0,0,
,0,,0,
2,0,0,0,
1,0,8,1,
2,0,1,0,
3,0,12,0,
,1,,0,
,0,,0,
,0,,0,
0,0,0,0,
3,0,16,0,
1,1,1,1,
1,0,1,0,
14,14,247,247,
6,6,3,3,
2,0,0,0,
4,4,73,72,
2,0,11,0,
2,0,2,0,
0,0,0,0,
,0,,0,
0,0,0,0,
2,1,5,1,
2,2,0,0,
0,0,0,0,
6,0,76,0,
0,0,0,0,
2,0,0,0,
0,0,0,0,
0,0,0,0,
6,6,5,5,
2,0,0,0,
0,0,0,0,
0,0,0,0,
,0,,0,
2,2,6,6,
2,0,2,1,
,0,,0,
0,0,0,0,
3,0,0,0,
5,0,139,0,
7,0,215,0,
,0,,0,
2,0,0,0,
2,0,0,0,
2,0,4,0,
3,3,15,15,
2,0,0,0,
,0,,0,
3,3,0,0,
4,4,0,0,
,0,,0,
6,6,11,10,
3,0,14,0,
1,1,8,4,
1,0,8,0,
2,2,0,0,
4,0,10,0,
2,2,0,0,
2,0,0,0,
2,2,3,1,
1,0,0,0,
10,0,122,0,
2,0,8,0,
,0,,0,
,,,,
9,9,40,40,
7,0,122,0,
,,,,
2,2,0,0,
,0,,0,
8,5,0,0,
5,5,0,0,
2,0,0,0,
0,0,0,0,
2,2,3,3,
,0,,0,
3,0,42,0,
,0,,0,
0,0,0,0,
2,0,0,0,
2,0,0,0,
1,0,2,0,
12,0,178,1,
0,0,0,0,
,0,,0,
0,0,0,0,
1,1,0,0,
,0,,0,
0,0,0,0,
3,3,1,1,
6,0,88,0,
4,0,88,0,
,0,,0,
1,0,1,0,
5,0,43,0,
6,0,149,0,
1,1,0,0,3
2,0,10,0,
2,2,7,7,
0,0,0,0,
0,0,0,0,
0,0,0,0,
,0,,0,
3,3,2,2,
9,0,,0,
3,0,3,0,
0,0,0,0,
2,0,5,0,
2,0,1,0,
1,1,1,1,
6,0,76,0,
2,0,2,0,
1,0,0,0,
,0,,0,
2,0,0,0,
4,0,86,0,
5,0,0,0,
0,0,0,0,
3,0,45,0,
,0,,0,
,0,,0,
3,0,0,0,
0,0,0,0,
,0,,0,
2,0,2,0,
4,0,76,0,
0,0,0,0,
0,0,0,0,
4,2,47,25,
7,7,63,63,
1,0,0,0,
2,0,0,0,
2,0,0,0,
,,,,
,0,,0,
2,2,2,2,
2,0,0,0,
2,2,5,5,
3,0,31,0,
,0,,0,
2,0,10,0,
7,7,40,40,
2,0,5,0,
5,4,53,39,
,0,,0,
2,0,0,0,
7,7,0,0,
3,3,0,0,
0,0,0,0,
3,3,4,3,
3,0,10,0,
6,0,166,0,
,0,,0,
,,,,
,0,,0,
,,,,
4,0,6,0,
5,5,0,0,
3,0,15,0,
,0,,0,
3,0,16,0,
2,0,7,0,
3,0,17,0,
3,0,0,0,
2,2,0,0,
,,,,
14,14,99,99,
,0,,0,
16,0,164,0,
2,0,2,0,
6,6,24,24,
,0,,0,
6,6,156,156,
2,0,8,0,
,0,,0,
2,0,2,0,
3,2,0,0,
3,3,1,1,39
2,0,0,0,
1,0,6,0,
2,2,0,0,
,0,,0,
0,0,0,0,
7,1,36,0,
4,0,5,0,
2,2,7,2,
8,0,182,0,
4,0,71,0,
,0,,0,
1,0,5,0,
6,6,144,144,
4,0,0,0,
6,0,151,0,
,0,0,0,
2,2,0,0,
6,0,66,0,
2,0,0,0,
3,0,0,0,
2,0,0,0,
,0,,0,
1,0,1,0,
6,0,170,0,
0,0,0,0,
2,0,0,0,
,0,,0,
1,0,0,0,
3,0,6,0,
,0,,0,
2,2,0,0,
,,,,
3,0,0,0,
1,0,14,0,
0,0,0,0,
0,0,0,0,
,0,0,0,
1,1,2,2,3
6,0,0,0,
0,0,0,0,
27,0,0,0,
0,0,0,0,
,0,,0,
3,0,4,0,
2,0,0,0,
4,0,6,0,
2,2,0,0,
1,0,0,0,
,0,,0,
2,2,2,2,
1,0,0,0,
4,0,47,0,
3,0,0,0,
8,0,59,0,
1,0,0,0,
6,0,0,0,
,0,,0,
2,0,0,0,
1,0,0,0,
0,0,0,0,
2,2,0,0,
0,0,0,0,
3,3,0,0,
,0,,0,
2,2,0,0,
5,0,133,0,
7,0,7,0,
3,0,18,3,6
1,0,0,0,
,0,,0,
1,0,12,0,
3,0,28,0,
,0,0,0,
0,0,0,0,
0,0,0,0,
,0,97,0,
8,0,0,0,
3,0,0,0,
2,0,12,0,
0,0,0,0,
,,,,
0,0,0,0,
2,0,0,0,
0,0,0,0,
,,,,1
2,2,0,0,
7,0,10,0,
5,0,0,0,
1,0,0,0,
1,0,0,0,
,0,,0,
6,0,88,0,
,0,,0,
,0,,0,
2,0,2,0,
13,2,327,54,
,,,,
2,0,0,0,
3,2,0,0,
7,0,45,0,
0,0,0,0,
,,,,
,0,,0,
2,0,0,0,
0,0,0,0,
,0,,0,
1,0,1,0,
0,0,0,0,
0,0,0,0,
,0,,0,
,0,,0,
,0,,0,
,,,,
3,0,11,0,
,0,,0,
2,2,3,3,
2,1,0,0,
9,0,227,0,
1,0,1,0,
3,0,0,0,
0,0,0,0,
